3;P;RADUNOVIC;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;P;SPORTIELLO;Fiorentina;37;6,19;5,22;0;38;1;0;0;0;0;0;0;1;0
8;D;BRIVIO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;D;CHERUBIN;Verona;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;D;CONTI;Milan;2;6;6;0;0;0;0;0;0;0;0;0;0;0
13;D;DRAME';SPAL;5;5,5;5,5;0;0;0;0;0;0;0;0;0;0;0
15;D;MASIELLO A.;Atalanta;31;6,27;6,58;4;0;0;0;0;0;0;0;5;0;0
20;C;CIGARINI;Cagliari;26;5,85;5,81;2;0;0;1;0;1;0;3;12;1;0
21;C;D'ALESSANDRO;Benevento;16;5,97;6,2;1;0;0;0;0;0;1;0;1;0;0
22;C;DE ROON;Atalanta;34;5,97;6,06;2;0;0;2;1;1;2;0;8;1;0
26;A;GOMEZ A.;Atalanta;33;6,38;7,08;4;0;0;3;2;1;7;2;2;0;0
27;C;GRASSI;SPAL;28;6,09;6,36;3;0;0;0;0;0;0;0;3;0;0
28;C;KURTIC;SPAL;30;5,71;5,9;3;0;0;0;0;0;0;0;7;0;0
40;P;DA COSTA;Bologna;4;6,38;5,12;0;5;0;0;0;0;0;0;0;0;0
41;P;MIRANTE;Bologna;33;6,11;4,58;0;46;0;0;0;0;0;0;5;0;1
45;D;FERRARI A.;Verona;25;5,58;5,6;1;0;0;0;0;0;0;0;5;0;0
47;D;GASTALDELLO;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;D;MAIETTA;Bologna;7;6,07;6;0;0;0;0;0;0;0;0;1;0;0
49;D;MASINA;Bologna;34;5,68;5,56;0;0;0;0;0;0;1;0;8;1;0
50;D;MBAYE;Bologna;25;5,79;5,73;1;0;0;0;0;0;0;0;3;1;1
52;D;OIKONOMOU;SPAL;4;5,5;5,17;0;0;0;0;0;0;0;0;0;1;0
54;D;ROSSETTINI;Genoa;23;5,93;5,78;0;0;0;0;0;0;0;0;7;0;0
57;C;CRISETIG;Bologna;8;5,81;5,56;0;0;0;0;0;0;0;0;4;0;0
58;C;DIAWARA;Napoli;18;6,07;6,33;1;0;0;0;0;0;1;0;1;0;0
60;C;RIZZO;Atalanta;11;5,95;6,55;2;0;0;0;0;0;0;0;0;0;0
61;C;ZUCULINI F;Verona;11;5,93;5,86;0;0;0;0;0;0;0;0;1;0;0
74;D;LETIZIA;Benevento;29;5,59;5,57;1;0;0;0;0;0;0;0;5;1;0
76;D;ROMAGNOLI S;Bologna;8;5,94;5,88;0;0;0;0;0;0;0;0;1;0;0
78;D;SPOLLI;Genoa;21;6,14;5,98;0;0;0;0;0;0;0;0;7;0;0
90;A;LASAGNA;Udinese;29;6,1;7,36;12;0;0;0;0;0;1;0;1;0;0
92;A;MATOS;Verona;18;5,59;5,56;0;0;0;0;0;0;0;0;1;0;0
95;P;BIZZARRI;Udinese;32;6,02;4,55;0;52;2;0;0;0;0;0;0;1;0
97;P;SECULIN;Chievo;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;D;CACCIATORE;Chievo;33;5,79;5,95;2;0;0;0;0;0;3;0;5;1;0
100;D;CESAR;Chievo;10;5,61;5,11;0;0;0;0;0;0;0;0;1;0;2
101;D;DAINELLI;Chievo;21;5,97;5,87;0;0;0;0;0;0;0;0;4;0;0
