Id,Mv2,Mf2
491,5.66,5.575
493,5.77,5.635
494,5.85,5.9
495,6.23,6.92
507,6.109999999999999,7.375
509,6.105,4.575
510,6.4350000000000005,5.285
513,6.215,6.385
517,5.8100000000000005,5.9350000000000005
519,2.865,2.915
521,5.695,5.645
526,6.029999999999999,6.455
528,6.01,5.88
529,5.92,5.845
530,6.125,6.41
531,6.279999999999999,7.289999999999999
532,2.725,2.775
533,5.890000000000001,6.23
536,6.08,6.515000000000001
537,5.88,6.275
540,3.05,2.375
542,2.835,2.5
543,2.665,2.0
550,5.885,5.895
556,5.91,6.08
557,5.835,6.234999999999999
568,6.165,7.785
570,3.055,2.665
572,6.105,5.0649999999999995
574,3.11,2.39
578,5.965,5.984999999999999
589,5.775,5.645
600,2.965,3.12
605,2.5,2.395
606,2.875,2.875
608,6.4350000000000005,8.455
610,6.21,5.015
611,3.0,2.085
621,5.83,5.994999999999999
627,5.745,5.835
630,5.645,5.585
631,2.8,2.75
633,5.69,5.685
637,5.865,6.02
640,5.915,5.915
643,6.05,6.875
644,6.025,6.555
645,6.015000000000001,6.495
647,6.295,7.44
652,3.1,3.9
661,0.0,0.0
662,6.08,6.17
666,2.875,3.125
669,2.875,2.875
673,0.0,0.0
695,6.050000000000001,6.195
697,6.01,6.165
704,2.995,3.34
706,6.25,6.67
708,5.65,5.645
713,5.875,6.04
761,6.02,4.455
770,5.355,5.175
771,5.970000000000001,6.535
779,5.84,5.995
780,5.76,5.5649999999999995
785,6.385,8.53
787,6.01,6.095000000000001
788,6.09,6.265000000000001
790,5.885,6.005
798,6.135,5.975
801,6.095,6.725
813,0.0,0.0
819,5.835,5.865
824,5.75,6.0600000000000005
827,6.16,6.275
1839,5.635,5.695
1843,6.085000000000001,4.415
1847,2.885,2.905
1850,5.915,6.345
1852,5.925,6.07
1857,5.785,6.12
1858,5.755,5.885
1859,2.825,2.75
1864,5.99,6.05
1866,5.9399999999999995,5.935
1868,5.63,5.55
1869,5.785,5.785
1870,5.985,5.965
1871,5.7,5.779999999999999
1872,5.654999999999999,5.585
1874,6.005,6.995
1875,0.0,0.0
1876,5.845000000000001,5.99
1879,5.945,6.425000000000001
1891,5.9350000000000005,5.805
1895,5.89,5.975
1917,6.355,5.045
1930,5.75,4.75
1933,5.835,5.93
1934,6.215,5.15
1936,0.0,0.0
1939,6.075,6.865
1946,0.0,0.0
1958,5.965,6.675000000000001
1974,2.895,3.07
1976,2.86,2.78
1978,6.140000000000001,6.63
1982,2.875,2.835
1984,0.0,0.0
1986,6.025,6.355
1987,5.77,5.84
1995,5.95,6.35
1996,6.24,6.875
1998,2.85,2.965
1999,5.895,5.9
2002,6.25,6.914999999999999
2003,5.775,5.855
2006,5.87,5.984999999999999
2007,2.815,2.635
2008,5.9399999999999995,6.27
2009,5.824999999999999,5.9350000000000005
2011,5.93,6.005
2012,6.115,7.435
2016,5.76,5.970000000000001
2038,5.77,6.3149999999999995
2061,5.779999999999999,6.5649999999999995
2062,5.8100000000000005,5.82
2065,2.995,3.08
2073,0.0,0.0
2075,3.0,3.0
2076,6.115,6.205
2077,5.965,6.615
2078,3.03,3.125
2083,5.755,5.595
2085,6.32,6.994999999999999
2087,0.0,0.0
2091,0.0,0.0
2097,3.2,4.05
2104,5.640000000000001,5.484999999999999
2116,5.86,5.859999999999999
2120,5.92,6.0
2127,0.0,0.0
2129,2.81,2.81
2130,5.975,6.22
2134,3.125,1.75
2141,5.745,5.655
2144,0.0,0.0
2146,0.0,0.0
2155,5.84,6.359999999999999
2160,6.24,6.915
2163,3.155,3.94
2164,6.029999999999999,6.24
2165,2.99,2.93
2166,6.025,6.125
2167,6.045,6.85
2168,5.79,5.74
2169,5.73,5.720000000000001
2171,5.74,5.640000000000001
2172,5.775,5.925
2174,2.94,2.905
2175,2.75,2.5
2178,6.52,5.305
2179,6.32,5.03
2180,2.89,2.86
2181,6.01,6.0600000000000005
2187,5.91,6.295
2188,5.865,6.1
2191,2.665,2.665
2192,5.77,6.005
2193,0.0,0.0
2194,6.1,6.75
2195,3.0,3.375
2197,6.105,6.385
2200,6.0649999999999995,6.305
2201,5.945,6.545
2205,5.9399999999999995,6.445
2208,2.79,2.765
2209,5.95,5.84
2210,0.0,0.0
2212,0.0,0.0
2213,5.58,5.664999999999999
2214,6.035,6.605
2215,6.145,6.484999999999999
2243,2.81,2.81
2246,2.695,2.75
2261,5.795,5.77
2263,6.22,6.27
2271,0.0,0.0
2274,5.805,6.01
2279,5.94,5.875
2280,5.955,5.88
2284,6.130000000000001,7.04
2285,5.855,5.86
2287,5.99,6.65
2288,6.07,6.105
2289,5.75,5.73
2290,5.654999999999999,5.605
2296,6.050000000000001,6.205
2297,3.0,2.5
2302,5.6850000000000005,5.625
2304,2.965,3.065
2306,5.99,6.130000000000001
2309,6.105,6.18
2310,3.05,3.095
2312,0.0,0.0
2315,5.92,6.025
2317,2.875,3.125
2318,5.8100000000000005,5.82
2325,2.795,2.975
2327,5.755,6.275
2332,2.875,2.875
2333,3.0,3.0
2334,5.765,5.845000000000001
2335,5.970000000000001,6.050000000000001
2355,5.87,5.805
2378,6.02,6.4399999999999995
2391,5.975,5.895
2468,6.029999999999999,4.9399999999999995
2504,5.885,5.970000000000001
2610,6.57,9.010000000000002
2617,3.015,3.04
2625,6.050000000000001,6.425000000000001
2646,2.865,2.76
2653,5.515,5.515000000000001
2659,5.785,5.984999999999999
2664,2.585,2.5
2692,6.1,6.605
2719,6.035,6.695
2728,5.85,5.82
2732,0.0,0.0
2739,6.08,6.1
2740,0.0,0.0
2741,6.005,6.355
2742,2.985,3.15
2743,5.965,6.395
2744,5.84,5.945
2745,2.87,2.84
2746,5.77,5.665
2747,5.470000000000001,5.29
2752,2.71,2.69
2754,2.875,3.0
2756,5.984999999999999,7.16
2758,5.890000000000001,5.8100000000000005
2759,6.02,6.35
2760,0.0,0.0
2761,0.0,0.0
2762,6.115,6.88
2764,6.12,7.045
2766,6.1,6.609999999999999
2769,5.779999999999999,5.904999999999999
2770,3.125,2.0
2771,6.0,6.0
2772,2.875,2.75
2773,5.710000000000001,5.9399999999999995
2775,6.145,6.65
2776,6.074999999999999,6.865
2779,5.904999999999999,6.275
2780,2.75,2.75
2781,3.0,2.5
2783,0.0,0.0
2784,5.845000000000001,5.76
2785,3.0,3.0
2787,2.75,2.69
2788,5.904999999999999,5.895
2789,5.84,5.88
2790,2.75,2.25
2792,6.24,4.925000000000001
2793,5.58,5.365
2794,0.0,0.0
2795,5.76,5.779999999999999
2798,0.0,0.0
2801,5.745,5.755
2802,5.72,5.835
2804,5.984999999999999,6.03
2805,0.0,0.0
2807,2.75,2.75
2808,0.0,0.0
2815,6.305,5.295
2816,5.955,6.29
2818,6.039999999999999,5.949999999999999
2819,6.24,7.765000000000001
2825,5.755,5.635
2826,5.835,6.15
2828,0.0,0.0
2832,6.155,6.885
2833,5.890000000000001,6.395
2835,3.25,3.25
2836,6.1850000000000005,4.655
2839,2.895,2.855
2841,5.734999999999999,6.015000000000001
2842,3.0,3.0
2844,0.0,0.0
2852,0.0,0.0
2853,2.665,2.665
2854,2.9,2.825
2855,5.79,5.640000000000001
2857,5.984999999999999,6.29
2860,6.055,6.075
2865,5.765,5.765000000000001
2868,5.654999999999999,6.125
2869,5.605,5.48
2870,5.73,5.654999999999999
2871,5.865,5.755
2873,5.705,5.635
4302,2.85,2.55
4307,5.9399999999999995,5.885
4322,5.77,5.745
4323,5.765000000000001,5.645
4324,6.154999999999999,7.08
4325,3.0,2.5
4327,3.11,3.305
4330,5.655,5.725
4331,3.03,2.97
4332,6.27,6.720000000000001
4333,2.81,2.81
4338,5.625,5.5
4346,2.79,2.79
4349,2.75,2.75
4351,0.0,0.0
4353,0.0,0.0
4359,5.75,5.75
4362,2.75,2.5
4364,0.0,0.0
4365,2.625,2.5
4366,2.75,2.75
4368,3.165,3.585
4370,0.0,0.0
4371,3.145,3.57
