Id,Mv3,Mf3
4,6.083333333333333,4.8500000000000005
11,5.873333333333334,5.859999999999999
15,6.0,6.03
20,5.919999999999999,5.84
21,5.8500000000000005,6.03
22,6.006666666666667,6.093333333333334
26,6.47,7.283333333333334
27,5.96,6.076666666666667
28,5.93,6.2700000000000005
40,4.126666666666666,3.3733333333333335
41,6.406666666666666,5.473333333333334
45,5.653333333333333,5.546666666666667
50,5.763333333333333,5.783333333333334
54,5.733333333333333,5.626666666666666
57,3.8666666666666667,3.7099999999999995
58,5.953333333333333,6.0
60,1.9833333333333334,2.183333333333333
90,5.956666666666666,6.806666666666666
97,3.6666666666666665,1.3333333333333333
99,5.84,5.87
106,5.8,5.783333333333334
111,5.800000000000001,6.02
112,5.946666666666666,6.316666666666667
118,5.9366666666666665,5.863333333333333
123,5.926666666666667,6.8066666666666675
126,5.63,5.926666666666667
133,6.196666666666666,5.1433333333333335
140,5.813333333333333,5.866666666666666
141,5.8,5.726666666666667
142,5.88,5.93
144,5.876666666666666,6.016666666666667
150,6.04,6.383333333333333
152,6.096666666666667,6.426666666666667
159,6.12,5.13
169,5.64,5.603333333333334
170,5.8,5.8066666666666675
172,6.043333333333333,6.173333333333335
173,3.823333333333333,3.8166666666666664
177,6.5,7.946666666666665
181,5.896666666666666,6.140000000000001
183,5.8933333333333335,6.443333333333334
184,5.983333333333333,6.41
216,0.0,0.0
218,6.033333333333334,4.726666666666667
224,5.91,5.916666666666667
226,6.023333333333333,6.140000000000001
235,5.800000000000001,5.873333333333334
236,5.963333333333334,6.206666666666667
237,6.126666666666668,6.973333333333334
238,5.91,5.8933333333333335
245,6.0200000000000005,6.646666666666666
247,5.89,6.663333333333334
248,0.0,0.0
250,6.253333333333334,5.3999999999999995
252,5.8999999999999995,6.123333333333334
253,6.043333333333334,6.3500000000000005
256,5.543333333333333,5.366666666666667
261,6.116666666666667,5.976666666666667
262,5.733333333333333,5.696666666666666
264,3.8866666666666667,4.010000000000001
265,6.170000000000001,6.4799999999999995
277,4.07,5.283333333333333
280,6.053333333333334,6.53
286,5.9433333333333325,6.096666666666667
287,5.813333333333333,5.97
288,6.253333333333334,6.54
294,5.8,5.946666666666666
295,6.13,6.093333333333334
299,5.976666666666667,6.526666666666667
305,5.609999999999999,5.739999999999999
309,6.426666666666667,7.676666666666667
312,4.08,4.646666666666667
316,6.16,4.78
317,1.6666666666666667,0.6666666666666666
318,1.8733333333333333,1.0
322,6.1933333333333325,6.493333333333333
327,5.896666666666667,5.8933333333333335
329,5.826666666666667,5.766666666666667
331,5.760000000000001,5.776666666666666
332,6.0566666666666675,6.423333333333333
333,5.9433333333333325,6.18
338,5.876666666666666,6.036666666666666
342,5.923333333333333,6.1933333333333325
350,6.170000000000001,5.196666666666666
357,5.896666666666667,6.0200000000000005
358,6.1433333333333335,6.186666666666667
365,5.983333333333333,5.886666666666667
366,3.91,3.8466666666666662
367,6.123333333333332,6.9433333333333325
374,5.973333333333333,6.153333333333333
375,6.013333333333333,6.553333333333334
376,6.003333333333333,6.713333333333334
380,5.706666666666666,5.75
383,5.956666666666667,6.766666666666666
385,2.0500000000000003,1.3233333333333335
386,2.0,2.0
387,6.043333333333334,6.033333333333332
390,6.13,6.5
392,6.146666666666666,6.196666666666666
395,1.9433333333333334,1.9666666666666668
397,6.116666666666667,6.37
405,5.723333333333333,5.703333333333333
406,6.116666666666667,6.836666666666666
408,6.06,7.1066666666666665
409,6.203333333333333,7.073333333333333
410,6.233333333333333,7.59
418,5.716666666666666,5.746666666666667
433,3.813333333333334,3.9333333333333336
438,3.813333333333333,3.9466666666666668
441,6.116666666666667,7.156666666666666
453,6.153333333333333,5.423333333333333
459,6.0566666666666675,6.273333333333333
460,6.080000000000001,6.116666666666666
464,5.993333333333333,6.09
467,6.27,6.95
469,6.1933333333333325,6.576666666666665
472,5.846666666666667,6.5
475,6.126666666666666,6.896666666666667
487,5.88,6.103333333333334
490,5.8500000000000005,5.826666666666667
491,5.706666666666667,5.576666666666667
493,5.84,5.6933333333333325
494,5.760000000000001,5.793333333333334
509,6.1066666666666665,4.58
510,6.206666666666667,4.94
513,6.1433333333333335,6.22
517,5.873333333333334,5.956666666666667
519,3.8000000000000003,3.813333333333334
521,5.710000000000001,5.666666666666667
526,5.909999999999999,6.18
528,5.983333333333333,5.826666666666667
529,5.91,5.876666666666666
530,6.109999999999999,6.413333333333334
531,6.056666666666666,6.756666666666667
532,3.6966666666666668,3.796666666666667
533,5.886666666666667,6.300000000000001
536,6.0566666666666675,6.603333333333334
540,4.079999999999999,3.0966666666666662
542,1.89,1.6666666666666667
543,1.7766666666666666,1.3333333333333333
550,5.756666666666667,5.763333333333333
556,5.883333333333333,6.0633333333333335
557,5.826666666666667,6.226666666666667
568,6.173333333333333,7.793333333333333
570,2.0366666666666666,1.7766666666666666
572,6.196666666666666,5.25
574,4.016666666666667,3.0933333333333337
578,5.919999999999999,5.8999999999999995
589,3.85,3.763333333333333
600,3.856666666666667,3.9133333333333336
605,3.5366666666666666,3.466666666666667
606,3.9433333333333334,4.323333333333333
608,6.346666666666667,8.086666666666666
610,6.21,5.223333333333333
611,4.05,3.0566666666666666
621,5.846666666666667,6.05
627,5.733333333333333,5.786666666666666
630,5.636666666666667,5.5566666666666675
631,3.8766666666666665,3.8866666666666667
633,5.57,5.489999999999999
640,5.846666666666667,5.823333333333333
643,5.9366666666666665,6.5566666666666675
644,6.010000000000001,6.39
645,6.146666666666667,6.8
647,6.27,7.486666666666667
652,4.016666666666667,4.766666666666667
662,6.06,6.273333333333333
669,3.9033333333333338,3.9766666666666666
695,6.090000000000001,6.206666666666667
697,6.18,6.543333333333333
704,4.010000000000001,4.583333333333333
706,6.213333333333334,6.526666666666666
708,5.760000000000001,5.756666666666667
713,5.859999999999999,5.993333333333333
770,5.443333333333334,5.283333333333333
779,5.903333333333333,6.243333333333333
780,5.95,5.833333333333333
785,6.43,8.763333333333334
787,5.93,5.986666666666667
788,6.1066666666666665,6.3566666666666665
790,5.843333333333334,5.896666666666666
798,6.183333333333334,6.153333333333333
801,6.046666666666667,6.416666666666667
813,1.8733333333333333,1.8733333333333333
824,5.733333333333333,5.883333333333334
827,6.1066666666666665,6.140000000000001
1839,5.776666666666666,5.983333333333333
1847,3.973333333333333,4.033333333333333
1850,5.883333333333333,6.246666666666666
1852,5.923333333333333,6.046666666666667
1857,5.82,6.103333333333334
1858,5.71,5.796666666666667
1859,3.8000000000000003,3.8200000000000003
1866,5.953333333333333,5.996666666666666
1868,5.646666666666666,5.593333333333334
1869,5.766666666666667,5.723333333333334
1870,6.023333333333333,6.123333333333334
1871,5.69,5.6866666666666665
1872,5.6866666666666665,5.623333333333334
1874,5.919999999999999,6.7700000000000005
1879,5.883333333333333,6.23
1891,5.946666666666666,5.88
1895,5.836666666666666,5.94
1917,6.07,4.306666666666667
1930,5.833333333333333,4.833333333333333
1933,5.88,5.963333333333334
1934,6.239999999999999,5.116666666666667
