Id,Mv3,Mf3
1939,5.996666666666667,6.696666666666666
1958,5.923333333333333,6.533333333333334
1974,3.86,4.096666666666667
1976,3.7900000000000005,3.7166666666666663
1978,6.083333333333333,6.513333333333333
1982,3.793333333333333,3.75
1984,1.8466666666666667,1.8066666666666666
1986,5.900000000000001,6.193333333333334
1987,5.849999999999999,6.033333333333334
1995,5.923333333333333,6.2
1996,6.156666666666666,6.739999999999999
1998,1.9000000000000001,1.9766666666666666
1999,5.923333333333333,5.973333333333334
2002,6.236666666666667,6.849999999999999
2003,5.760000000000001,5.75
2006,5.836666666666666,5.913333333333333
2007,3.7999999999999994,3.563333333333333
2008,5.946666666666666,6.25
2009,3.883333333333333,3.956666666666667
2011,5.876666666666666,5.9433333333333325
2012,6.146666666666667,7.416666666666667
2016,5.890000000000001,6.06
2038,5.846666666666667,6.21
2061,5.806666666666666,6.72
2062,5.873333333333334,6.046666666666667
2065,3.99,4.08
2073,1.8866666666666667,1.8633333333333333
2075,3.8733333333333335,3.8333333333333335
2076,6.109999999999999,6.236666666666667
2078,4.06,4.18
2083,5.783333333333334,5.676666666666667
2085,6.3500000000000005,7.196666666666665
2087,1.8566666666666667,1.8333333333333333
2097,4.046666666666667,4.78
2104,5.673333333333335,5.553333333333334
2116,5.84,5.9433333333333325
2120,5.946666666666666,6.0
2127,0.0,0.0
2129,3.956666666666667,4.166666666666667
2130,5.953333333333333,6.1000000000000005
2141,5.746666666666667,5.6499999999999995
2146,1.8333333333333333,1.8333333333333333
2155,5.913333333333333,6.666666666666667
2160,6.210000000000001,6.716666666666666
2163,4.053333333333334,4.743333333333333
2164,5.9799999999999995,6.096666666666667
2165,4.03,4.010000000000001
2166,5.956666666666667,6.023333333333333
2167,5.989999999999999,6.526666666666666
2168,5.716666666666666,5.646666666666667
2169,5.746666666666667,5.716666666666668
2171,5.786666666666666,5.72
2172,5.84,6.16
2174,3.8200000000000003,3.763333333333333
2175,3.766666666666667,3.69
2178,6.419999999999999,5.14
2179,6.303333333333334,5.11
2180,3.926666666666667,3.9066666666666663
2181,6.0,6.053333333333334
2187,5.8566666666666665,6.196666666666666
2188,5.8999999999999995,6.169999999999999
2191,3.7099999999999995,3.91
2192,5.903333333333333,6.06
2193,2.013333333333333,2.013333333333333
2194,6.146666666666666,6.78
2195,4.0,4.25
2197,6.033333333333334,6.22
2200,6.1933333333333325,6.596666666666667
2201,6.013333333333333,6.78
2205,5.96,6.403333333333333
2208,3.643333333333333,3.5766666666666667
2209,6.016666666666667,5.966666666666666
2210,1.95,2.033333333333333
2212,1.7633333333333334,1.7366666666666666
2213,5.886666666666667,6.013333333333333
2214,6.1000000000000005,6.59
2215,6.166666666666667,6.546666666666667
2243,3.8866666666666667,4.053333333333334
2246,3.4633333333333334,3.5
2261,5.803333333333334,5.699999999999999
2263,6.169999999999999,6.25
2271,2.02,1.3966666666666667
2274,5.7299999999999995,5.926666666666667
2279,5.8566666666666665,5.8133333333333335
2280,5.903333333333333,5.890000000000001
2284,6.0633333333333335,6.896666666666667
2285,5.84,5.78
2287,5.98,6.526666666666667
2288,6.073333333333333,6.133333333333334
2289,5.786666666666666,5.773333333333333
2290,5.78,5.8133333333333335
2296,5.960000000000001,6.080000000000001
2297,2.0,1.6666666666666667
2302,5.763333333333333,5.733333333333333
2304,3.9766666666666666,4.043333333333333
2306,6.003333333333334,6.193333333333334
2309,6.1000000000000005,6.12
2310,4.086666666666667,4.176666666666667
2312,0.0,0.0
2315,5.890000000000001,5.976666666666667
2317,3.936666666666666,4.260000000000001
2318,5.796666666666667,5.743333333333333
2325,3.8166666666666664,4.03
2327,5.836666666666666,6.486666666666667
2332,1.9166666666666667,1.9166666666666667
2333,2.0,2.0
2334,5.760000000000001,5.8133333333333335
2335,5.95,5.946666666666668
2646,3.956666666666667,3.91
2653,5.583333333333333,5.640000000000001
2659,5.823333333333333,6.006666666666667
2664,3.5966666666666662,3.5400000000000005
2719,6.133333333333333,6.943333333333334
2728,3.9,3.8800000000000003
2732,0.0,0.0
