Id,Mv4,Mf4
1850,5.9799999999999995,6.364999999999999
1852,6.0375,6.105
1857,5.8725000000000005,6.2175
1858,5.7375,5.8175
1859,4.3175,4.315
1866,5.925,5.8999999999999995
1868,5.692499999999999,5.6375
1869,5.8025,5.7675
1870,6.0025,6.03
1871,5.7675,5.7025
1872,5.705,5.702500000000001
1874,5.9125,6.720000000000001
1879,5.887499999999999,6.385
1891,5.9525,5.8925
1895,5.879999999999999,5.9925
1917,6.0525,4.23
1933,4.41,4.4725
1934,6.1925,5.035
1939,6.035,6.7925
1958,5.915,6.492500000000001
1974,4.445,4.89
1976,4.317500000000001,4.244999999999999
1978,6.0925,6.4325
1982,4.22,4.1875
1984,2.8125,2.7824999999999998
1986,5.9750000000000005,6.3500000000000005
1987,5.897499999999999,6.155
1995,5.915,6.0875
1996,6.109999999999999,6.5825
1998,2.8825000000000003,2.9275
1999,5.96,5.98
2002,6.205,6.734999999999999
2003,5.8325000000000005,5.9625
2006,5.85,5.89
2007,4.2825,4.0975
2008,5.9325,6.165
2009,4.359999999999999,4.3525
2011,5.885,5.887499999999999
2012,6.1725,7.4875
2016,5.947500000000001,6.1075
2038,5.885,6.1575
2061,5.8625,6.78
2062,5.905,5.96
2065,4.4575000000000005,4.5325
2073,2.9025,2.995
2075,4.3525,4.3125
2076,6.145,6.19
2078,4.5375,4.6825
2083,5.8575,5.737500000000001
2085,6.2625,7.004999999999999
2087,2.8449999999999998,2.8049999999999997
2097,4.785,6.085
2104,5.7125,5.6125
2116,5.8275,5.885
2120,5.9175,5.9575
2127,0.0,0.0
2129,2.9675000000000002,3.125
2130,6.0075,6.032500000000001
2141,5.835000000000001,5.6875
2146,2.9175,3.1675
2155,4.435,5.0
2164,4.484999999999999,4.5725
