1;P;BASSI;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;P;SPORTIELLO;Fiorentina;10;5,5;3,65;0;18;0;0;0;0;0;0;1;0;0
8;D;BRIVIO;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;D;CHERUBIN;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;D;CONTI;Atalanta;33;6,42;6,98;8;0;0;0;0;0;0;0;12;0;0
13;D;DRAME';Atalanta;10;6;5,95;0;0;0;0;0;0;0;0;1;0;0
15;D;MASIELLO A.;Atalanta;35;6,16;6,29;3;0;0;0;0;0;0;0;9;0;0
16;D;RAIMONDI;Atalanta;8;6;5,75;0;0;0;0;0;0;0;0;3;0;0
17;D;STENDARDO;Pescara;10;5,33;5,28;0;0;0;0;0;0;0;0;1;0;0
18;D;SUAGHER;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;C;CARMONA;Atalanta;2;5;4,25;0;0;0;0;0;0;0;0;1;1;0
20;C;CIGARINI;Sampdoria;4;5,5;5,12;0;0;0;0;0;0;0;0;3;0;0
21;C;D'ALESSANDRO;Atalanta;24;6,12;6,24;1;0;0;0;0;0;0;0;2;0;0
26;C;GOMEZ A.;Atalanta;37;6,78;8;14;0;0;2;2;0;0;0;6;0;0
27;C;GRASSI;Atalanta;18;5,93;6,07;1;0;0;0;0;0;0;0;2;0;0
28;C;KURTIC;Atalanta;37;6,04;6,43;6;0;0;0;0;0;0;0;7;0;0
29;C;MIGLIACCIO;Atalanta;3;0;0;0;0;0;0;0;0;0;0;0;0;0
34;A;CERIA;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;A;MARILUNGO;Empoli;20;5,53;5,47;0;0;0;0;0;0;0;0;2;0;0
38;A;MONACHELLO;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;A;PINILLA;Genoa;16;5,27;5,27;0;0;0;1;1;0;0;0;4;1;0
40;P;DA COSTA;Bologna;17;6,5;4,91;0;25;0;0;0;0;0;0;1;0;0
41;P;MIRANTE;Bologna;21;5,88;4,5;0;32;1;0;0;0;0;0;0;0;0
42;P;SARR M.;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;D;CECCARELLI;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;D;FERRARI A.;Bologna;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0;0
47;D;GASTALDELLO;Bologna;23;5,59;5,28;0;0;0;0;0;0;0;0;10;2;0
48;D;MAIETTA;Bologna;28;5,95;5,8;0;0;0;0;0;0;0;0;8;0;0
49;D;MASINA;Bologna;32;5,81;5,77;1;0;0;0;0;0;0;0;6;1;0
50;D;MBAYE;Bologna;15;5,73;5,31;0;0;0;0;0;0;0;0;3;0;2
51;D;MORLEO;Bologna;1;6;6;0;0;0;0;0;0;0;0;0;0;0
52;D;OIKONOMOU;Bologna;18;5,69;5,66;0;0;0;0;0;0;0;0;1;0;0
54;D;ROSSETTINI;Torino;30;5,88;5,85;1;0;0;0;0;0;0;0;8;0;0
55;C;BRIENZA;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;C;CRISETIG;Crotone;32;5,79;5,6;0;0;0;0;0;0;0;0;10;1;0
