Id,R,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au,Season,MvH,FvH,MvH_Classification,FvH_Classification
2848,C,FRATTESI,Inter,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.1610000000000005,6.5535000000000005,B,B
4486,C,STREFEZZA,Lecce,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,6.31,6.97,A,A
5119,C,SAMARDZIC,Udinese,2,6.5,8.0,1,0,0,0,0,0,0,0,0,0,2023-24,6.088500000000001,6.667000000000001,B,B
5687,C,VLASIC,Torino,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,2023-24,6.22,6.82,A,A
795,C,EL SHAARAWY,Roma,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,6.123875000000001,6.8420000000000005,B,A
2194,C,CALHANOGLU,Inter,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24,6.265125,6.763375000000001,A,B
4142,C,AOUAR,Roma,2,6.75,8.0,1,0,0,0,0,0,0,1,0,0,2023-24,,,New,New
4427,C,MALINOVSKYI,Genoa,1,5.5,5.0,0,0,0,0,0,0,0,1,0,0,2023-24,6.17875,6.809,B,A
367,C,BONAVENTURA,Fiorentina,2,6.75,8.5,1,0,0,0,0,0,1,1,0,0,2023-24,6.1606250000000005,6.721,B,B
530,C,PELLEGRINI LO.,Roma,1,6.0,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,6.085500000000001,6.539000000000001,B,B
536,C,POLITANO,Napoli,2,6.75,8.25,1,0,0,0,0,0,0,0,0,0,2023-24,6.171874999999999,6.644500000000001,B,B
4479,C,ELMAS,Napoli,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.06475,6.48925,B,B
5800,C,GUDMUNDSSON A.,Genoa,2,6.75,6.75,0,0,0,0,0,0,0,0,0,0,2023-24,5.68,5.82,D,D
5823,C,BALDANZI,Empoli,2,6.0,5.75,0,0,0,0,0,0,0,1,0,0,2023-24,6.15,6.58,B,B
5850,C,LOVRIC,Udinese,2,6.0,5.75,0,0,0,0,0,0,0,1,0,0,2023-24,6.18,6.71,B,B
5949,C,LINDSTROM,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
236,C,LAZOVIC,Verona,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.152375,6.556,B,B
2741,C,PESSINA,Monza,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.098750000000001,6.399500000000001,B,B
4199,C,LOFTUS-CHEEK,Milan,2,6.5,7.0,0,0,0,0,0,0,1,0,0,0,2023-24,,,New,New
4220,C,ZAMBO ANGUISSA,Napoli,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,6.266500000000001,6.391,A,B
4711,C,KOSTIC,Juventus,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.11,6.6,B,B
5880,C,CIURRIA,Monza,2,6.0,6.5,0,0,0,0,0,0,1,0,0,0,2023-24,6.19,6.81,B,A
5948,C,KAMADA,Lazio,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
2077,C,PASALIC,Atalanta,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24,6.016,6.7363333333333335,B,B
2529,C,MKHITARYAN,Inter,2,6.25,6.0,0,0,0,0,0,0,0,1,0,0,2023-24,6.19075,6.8795,B,A
2543,C,RENATO SANCHES,Roma,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4186,C,GUENDOUZI,Lazio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4287,C,LOBOTKA,Napoli,2,6.0,5.75,0,0,0,0,0,0,0,1,0,0,2023-24,6.2765,6.362,A,B
4465,C,FAGIOLI,Juventus,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24,6.13,6.59,B,B
5451,C,BAJRAMI,Sassuolo,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.061,6.4885,B,B
5453,C,RICCI S.,Torino,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.006,6.1075,B,C
6224,C,REIJNDERS,Milan,2,6.5,7.0,0,0,0,0,0,0,1,0,0,0,2023-24,,,New,New
303,C,POGBA,Juventus,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4658,C,IKONE',Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.942,6.2485,C,B
4869,C,DOMINGUEZ,Bologna,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.106000000000001,6.17225,B,C
5007,C,ILIC,Torino,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,6.024249999999999,6.20525,B,B
5564,C,NDOYE,Bologna,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5878,C,COLPANI,Monza,2,7.25,10.25,2,0,0,0,0,0,0,0,0,0,2023-24,6.1,6.62,B,B
22,C,DE ROON,Atalanta,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,6.038125000000001,6.159625000000001,B,C
150,C,SAPONARA,Verona,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.116375000000001,6.587624999999999,B,B
827,C,LOCATELLI,Juventus,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,6.110125,6.174875000000001,B,C
2172,C,BARAK,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.997833333333334,6.506333333333334,C,B
5063,C,RADONJIC,Torino,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.19,6.54,B,B
5792,C,EDERSON D.S.,Atalanta,2,6.5,7.0,0,0,0,0,0,0,1,0,0,0,2023-24,6.0665000000000004,6.2585,B,B
779,C,CRISTANTE,Roma,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,5.9625,6.042625,C,C
1933,C,MANDRAGORA,Fiorentina,2,6.25,7.75,1,0,0,0,0,0,0,0,0,0,2023-24,5.969875,6.119375,C,C
4662,C,WEAH,Juventus,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5870,C,HJULMAND,Lecce,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.1,6.03,B,C
2528,C,MATIC,Roma,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.16,6.32,B,B
2818,C,BENNACER,Milan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.087000000000001,6.199666666666667,B,C
4342,C,DUDA,Verona,2,7.0,9.25,1,0,0,0,0,0,2,1,0,0,2023-24,5.82,5.68,C,D
4377,C,CASTROVILLI,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.036000000000001,6.3805000000000005,B,B
4404,C,THORSBY,Genoa,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,2023-24,5.944999999999999,6.089999999999999,C,C
5001,C,MIRANCHUK,Atalanta,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.133750000000001,6.78225,B,B
5295,C,MUSAH,Milan,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5511,C,MATHEUS HENRIQUE,Sassuolo,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,5.889,6.0115,C,C
6216,C,MBOULA,Verona,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
376,C,VERDI,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.052125,6.74125,B,B
2839,C,SOTTIL,Fiorentina,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,5.99475,6.22775,C,B
4285,C,ARTHUR MELO,Fiorentina,2,6.5,7.0,0,0,0,0,0,0,1,0,0,0,2023-24,,,New,New
4393,C,SCHOUTEN,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.953500000000001,5.95575,C,D
4514,C,NANDEZ,Cagliari,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,6.055000000000001,6.125,B,C
4965,C,MARIN,Empoli,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.960750000000001,6.156000000000001,C,C
4970,C,MESSIAS,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.066000000000001,6.72175,B,B
4973,C,MCKENNIE,Juventus,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.96125,6.327500000000001,C,B
5093,C,REINIER,Frosinone,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5422,C,ZALEWSKI,Roma,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,5.9085,5.9675,C,D
5504,C,COULIBALY L.,Salernitana,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.9115,5.960500000000001,C,D
5688,C,HARROUI,Frosinone,2,7.0,10.0,2,0,0,1,1,0,0,0,0,0,2023-24,5.8629999999999995,5.9430000000000005,C,D
5788,C,SABIRI,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.9835,6.3985,C,B
5995,C,DE KETELAERE,Atalanta,2,6.25,7.75,1,0,0,0,0,0,0,0,0,0,2023-24,5.74,5.74,D,D
333,C,CATALDI,Lazio,2,6.0,5.75,0,0,0,0,0,0,0,1,0,0,2023-24,5.914,5.9575000000000005,C,D
468,C,PAREDES,Roma,2,5.75,6.25,0,0,0,0,0,0,1,0,0,0,2023-24,5.78,5.78,D,D
526,C,DUNCAN,Fiorentina,1,7.0,11.0,1,0,0,0,0,0,1,0,0,0,2023-24,5.8855,6.013250000000001,C,C
788,C,FREULER,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.139999999999999,6.3125,B,B
801,C,GAGLIARDINI,Monza,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,5.829000000000001,5.983875,C,D
1987,C,JANKTO,Cagliari,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.83,6.129999999999999,C,C
2117,C,KASTANOS,Salernitana,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,5.954000000000001,6.057,C,C
2392,C,WALACE,Udinese,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,5.9225,5.868,C,D
4681,C,LOPEZ M.,Sassuolo,2,5.0,4.5,0,0,0,0,0,0,0,0,1,0,2023-24,5.954750000000001,5.90125,C,D
4890,C,TAMEZE,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.961250000000001,6.034,C,C
4992,C,GYASI,Empoli,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,2023-24,5.825,6.042,C,C
6054,C,MORO N.,Bologna,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,6.04,6.3,B,B
65,C,MANCOSU,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
148,C,KRUNIC,Milan,2,6.25,6.0,0,0,0,0,0,0,0,1,0,0,2023-24,5.979333333333335,6.060166666666667,C,C
181,C,VECINO,Lazio,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,5.937166666666667,6.1105,C,C
470,C,STROOTMAN,Genoa,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.909999999999999,5.84,C,D
1978,C,SENSI,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.0062500000000005,6.1995000000000005,B,C
4522,C,AMRABAT,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.989000000000001,5.889500000000001,C,D
4947,C,BRESCIANINI,Frosinone,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5791,C,FRENDRUP,Genoa,2,6.0,6.25,0,0,0,0,0,0,1,1,0,0,2023-24,5.8,5.75,C,D
5844,C,THORSTVEDT,Sassuolo,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.0,6.2,B,B
5869,C,BLIN,Lecce,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.94,5.91,C,D
5999,C,GONZALEZ J.,Lecce,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0,2023-24,5.96,5.91,C,D
6010,C,FAZZINI,Empoli,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24,5.9,5.8,C,D
6061,C,OUDIN,Lecce,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.98,6.3,C,B
6112,C,ILING JUNIOR,Juventus,2,6.25,6.75,0,0,0,0,0,0,1,0,0,0,2023-24,6.19,6.62,B,B
6394,C,RAMADANI,Lecce,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6402,C,CAJUSTE ,Napoli,1,5.0,4.5,0,0,0,0,0,0,0,1,0,0,2023-24,,,New,New
6410,C,KABA,Lecce,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
27,C,GRASSI,Empoli,1,5.5,5.0,0,0,0,0,0,0,0,1,0,0,2023-24,5.9236666666666675,5.897666666666666,C,D
170,C,BADELJ,Genoa,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,5.919999999999999,5.9350000000000005,C,D
666,C,MACHIN,Monza,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.9,5.9,C,D
2008,C,LINETTY,Torino,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,5.910125000000001,5.9575,C,D
2692,C,CASTILLEJO,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.915,6.234999999999999,C,B
5298,C,POBEGA,Milan,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.081,6.48375,B,B
5423,C,BOVE,Roma,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.03,6.15,B,C
5499,C,HONGLA,Verona,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.734,5.682,D,D
5784,C,AEBISCHER,Bologna,2,6.0,5.75,0,0,0,0,0,0,0,1,0,0,2023-24,5.875500000000001,5.8505,C,D
5813,C,MIRETTI,Juventus,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.96,6.02,C,C
6219,C,BOLOCA,Sassuolo,1,5.0,5.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6222,C,RAFIA,Lecce,2,6.25,7.75,1,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6232,C,MAKOUMBOU,Cagliari,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6448,C,MARTEGANI,Salernitana,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6458,C,SERDAR,Verona,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
694,C,BAEZ,Frosinone,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
1871,C,DEIOLA,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.7875000000000005,5.7925,D,D
1976,C,MAZZITELLI,Frosinone,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,5.73,5.62,D,D
1980,C,ARAMU,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.14,6.77,B,B
2161,C,HAAS,Empoli,1,5.5,5.0,0,0,0,0,0,0,0,1,0,0,2023-24,5.88,5.9325,C,D
2183,C,GARRITANO,Frosinone,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24,5.94,5.94,C,D
2825,C,BOURABIA,Frosinone,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.911833333333334,6.0440000000000005,C,C
4459,C,ROVELLA,Lazio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.02575,6.05825,B,C
4787,C,QUINA,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4892,C,SAELEMAEKERS,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.94575,6.159000000000001,C,C
4896,C,MALDINI,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.07,6.43,B,B
5267,C,RACIC,Sassuolo,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5397,C,KOVALENKO,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.8870000000000005,5.984500000000001,C,D
5457,C,MALEH,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.953,6.035,C,C
5510,C,ROMERO L.,Milan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5674,C,BASIC,Lazio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.9175,6.015000000000001,C,C
5719,C,ASLLANI,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.964,6.026,C,C
5798,C,BOHINEN,Salernitana,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.891500000000001,5.809,C,D
5834,C,MARCOS ANTONIO,Lazio,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.0,6.25,B,B
5884,C,RANOCCHIA F.,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.17,6.42,B,B
6024,C,SULEMANA I.,Cagliari,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,5.92,5.77,C,D
6206,C,FABBIAN,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6218,C,ORISTANIO,Cagliari,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6393,C,INFANTINO,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6479,C,KUTLU,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6480,C,TCHATCHOUA,Verona,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4364,C,GAETANO,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4384,C,JAGIELLO,Genoa,1,5.0,5.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4498,C,HENDERSON L.,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.923500000000001,5.9670000000000005,C,D
4501,C,OBIANG,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.8635,5.788,C,D
4870,C,ADOPO,Atalanta,1,6.5,7.5,0,0,0,0,0,0,1,0,0,0,2023-24,,,New,New
4988,C,MAGGIORE,Salernitana,1,6.0,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,5.954000000000001,6.0325000000000015,C,C
5286,C,AKPA AKPRO,Monza,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.996,5.901000000000001,C,D
5735,C,VOLPATO,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5782,C,KOURFALIDIS,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5919,C,TCHAOUNA,Salernitana,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5947,C,HRUSTIC,Verona,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6212,C,ZARRAGA,Udinese,1,5.0,5.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6221,C,CAMARA E.,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6252,C,FOLORUNSHO,Verona,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
440,C,VIOLA,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.055000000000001,6.675000000000001,B,B
500,C,LULIC K.,Frosinone,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
2144,C,COULIBALY M.,Salernitana,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.08,6.54,B,B
2154,C,VIGNATO,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.983499999999999,6.251,C,B
2274,C,VALOTI,Monza,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.73,5.890000000000001,D,D
4349,C,NICOLUSSI CAVIGLIA,Juventus,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.73,5.91,D,D
6106,C,CARBONI V.,Monza,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6175,C,BARRENECHEA,Frosinone,1,6.5,6.0,0,0,0,0,0,0,0,1,0,0,2023-24,,,New,New
6203,C,BELARDINELLI,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6225,C,EL AZZOUZI,Bologna,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6241,C,GELLI,Frosinone,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24,,,New,New
6424,C,PRATI,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
21,C,D'ALESSANDRO,Monza,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.075,6.175,B,C
557,C,BENASSI,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.827333333333334,5.980666666666667,C,D
2076,C,ROG,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.893333333333333,5.973333333333334,C,D
2121,C,MELEGONI,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.005000000000001,6.03,B,C
2286,C,CROCIATA,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,5.94,6.28,C,B
4725,C,DEMME,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.0649999999999995,6.225,B,B
5425,C,URBANSKI,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5772,C,PYYHTIA,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5824,C,PAFUNDI,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5872,C,HELGASON,Lecce,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5875,C,ADLI,Milan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5879,C,VIGNATO S.,Monza,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
5998,C,ZERBIN,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6005,C,ILKHAN,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6009,C,DEGLI INNOCENTI,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6168,C,FATICANTI,Lecce,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6170,C,GINEITIS,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6233,C,LELLA,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6236,C,AMATUCCI,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6240,C,HAOUDI,Frosinone,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6246,C,LIPANI,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6251,C,SACO,Napoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6254,C,JOSELITO,Verona,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6420,C,PAGANO,Roma,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
6423,C,LEGOWSKI,Salernitana,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,,,New,New
4661,A,OSIMHEN,Napoli,2,7.5,12.0,3,0,0,1,1,0,0,0,0,0,2023-24,6.5512500000000005,8.392000000000001,A,A
2764,A,MARTINEZ L.,Inter,2,7.5,11.75,3,0,0,0,0,0,0,1,0,0,2023-24,6.355833333333334,7.839166666666667,A,A
785,A,IMMOBILE,Lazio,2,5.75,7.0,1,0,0,0,0,0,0,1,0,0,2023-24,6.284625,7.948875,A,A
2531,A,LUKAKU,Roma,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.4545,8.336500000000001,A,A
4510,A,RAFAEL LEAO,Milan,2,6.75,7.25,0,0,0,0,0,0,1,0,0,0,2023-24,6.39025,7.575500000000001,A,A
5839,A,KVARATSKHELIA,Napoli,1,6.5,7.5,0,0,0,0,0,0,1,0,0,0,2023-24,6.62,7.96,A,A
2841,A,VLAHOVIC,Juventus,2,7.0,10.5,2,0,0,1,1,0,1,0,0,0,2023-24,6.21125,7.721,A,A
531,A,BERARDI,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.394375,7.649000000000001,A,A
309,A,DYBALA,Roma,1,5.0,4.5,0,0,0,0,0,0,0,1,0,0,2023-24,6.40625,7.7395000000000005,A,A
4200,A,GIROUD,Milan,2,7.5,12.5,3,0,0,2,2,0,1,0,0,0,2023-24,6.251,7.4254999999999995,A,A
5672,A,DIA,Salernitana,2,6.5,8.0,1,0,0,0,0,0,0,0,0,0,2023-24,6.27,7.82,A,A
2137,A,SCAMACCA,Atalanta,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,6.195,7.345000000000001,B,A
4730,A,LOOKMAN,Atalanta,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0,2023-24,6.47,7.92,A,A
479,A,SANABRIA,Torino,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.103166666666667,7.0616666666666665,B,B
4268,A,ARNAUTOVIC,Inter,2,6.5,7.0,0,0,0,0,0,0,1,0,0,0,2023-24,6.325000000000001,7.575000000000001,A,A
4871,A,THURAM,Inter,2,6.75,7.25,0,0,0,0,0,0,1,0,0,0,2023-24,,,New,New
6228,A,RETEGUI,Genoa,2,6.25,7.5,1,0,0,0,0,0,0,1,0,0,2023-24,,,New,New
5336,A,NZOLA,Fiorentina,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24,6.1129999999999995,7.131500000000001,B,B
5786,A,CABRAL,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2023-24,6.0945,6.8865,B,B
6060,A,LAURIENTE',Sassuolo,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24,6.39,7.18,A,B
608,A,ZAPATA D.,Torino,2,6.25,7.75,1,0,0,0,0,0,0,0,0,0,2023-24,6.184125,7.133500000000001,B,B
5694,A,BETO,Udinese,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24,6.0875,7.135,B,B
