Id,R,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au,Season
49,D,MASINA,Bologna,34,5.63,5.51,0,0,0,0,0,0,1,8,1,0,2017-18
49,D,MASINA,Udinese,11,5.91,6.36,2,0,0,0,0,0,0,2,0,0,2022-23
49,D,MASINA,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
140,D,HYSAJ,Napoli,35,5.94,5.91,0,0,0,0,0,0,1,2,1,0,2017-18
140,D,HYSAJ,Napoli,25,5.76,5.76,0,0,0,0,0,0,2,4,0,0,2018-19
140,D,HYSAJ,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
140,D,HYSAJ,Napoli,21,5.93,5.93,0,0,0,0,0,0,1,2,0,0,2020-21
140,D,HYSAJ,Lazio,27,5.63,5.69,1,0,0,0,0,0,0,3,0,0,2021-22
140,D,HYSAJ,Lazio,30,5.97,6.05,1,0,0,0,0,0,1,3,0,0,2022-23
140,D,HYSAJ,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
256,D,"JUAN JESUS",Roma,20,5.72,5.58,0,0,0,0,0,0,0,4,1,0,2017-18
256,D,"JUAN JESUS",Roma,18,5.78,5.72,1,0,0,0,0,0,0,4,0,1,2018-19
256,D,"JUAN JESUS",Roma,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2020-21
256,D,"JUAN JESUS",Napoli,15,6.03,6.07,1,0,0,0,0,0,0,1,0,1,2021-22
256,D,"JUAN JESUS",Napoli,12,6.08,6.25,1,0,0,0,0,0,0,2,0,0,2022-23
256,D,"JUAN JESUS",Napoli,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
660,D,GYOMBER,Salernitana,30,5.72,5.57,0,0,0,0,0,0,0,9,0,0,2021-22
660,D,GYOMBER,Salernitana,23,6,5.93,0,0,0,0,0,0,1,5,0,0,2022-23
660,D,GYOMBER,Salernitana,2,5.25,5,0,0,0,0,0,0,0,1,0,0,2023-24
662,D,"ALEX SANDRO",Juventus,26,6.08,6.54,4,0,0,0,0,0,4,8,0,0,2017-18
662,D,"ALEX SANDRO",Juventus,29,6.05,6.14,1,0,0,0,0,0,3,7,0,0,2018-19
662,D,"ALEX SANDRO",Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
662,D,"ALEX SANDRO",Juventus,24,6.06,6.23,2,0,0,0,0,0,1,2,0,1,2020-21
662,D,"ALEX SANDRO",Juventus,27,5.76,5.67,0,0,0,0,0,0,1,3,0,1,2021-22
662,D,"ALEX SANDRO",Juventus,23,5.61,5.52,0,0,0,0,0,0,1,4,1,0,2022-23
662,D,"ALEX SANDRO",Juventus,2,6,5.75,0,0,0,0,0,0,0,1,0,0,2023-24
2130,D,HATEBOER,Atalanta,32,6,5.95,0,0,0,0,0,0,0,3,0,0,2017-18
2130,D,HATEBOER,Atalanta,34,6.06,6.57,5,0,0,0,0,0,5,5,0,0,2018-19
2130,D,HATEBOER,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2130,D,HATEBOER,Atalanta,22,6.16,6.41,2,0,0,0,0,0,1,3,0,0,2020-21
2130,D,HATEBOER,Atalanta,21,5.79,5.74,0,0,0,0,0,0,0,2,0,0,2021-22
2130,D,HATEBOER,Atalanta,17,5.88,5.91,1,0,0,0,0,0,1,7,0,0,2022-23
2130,D,HATEBOER,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2181,D,PALOMINO,Atalanta,23,6.04,6.11,1,0,0,0,0,0,0,3,0,0,2017-18
2181,D,PALOMINO,Atalanta,28,6.05,6.07,1,0,0,0,0,0,1,5,1,0,2018-19
2181,D,PALOMINO,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2181,D,PALOMINO,Atalanta,31,5.97,6.05,1,0,0,0,0,0,1,3,0,0,2020-21
2181,D,PALOMINO,Atalanta,33,6.14,6.09,1,0,0,0,0,0,0,9,0,0,2021-22
2181,D,PALOMINO,Atalanta,14,5.82,5.75,1,0,0,0,0,0,0,4,0,1,2022-23
2181,D,PALOMINO,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2188,C,MARUSIC,Lazio,31,6.03,6.37,3,0,0,0,0,0,4,3,1,0,2017-18
2188,C,MARUSIC,Lazio,25,5.8,5.88,1,0,0,0,0,0,1,2,1,0,2018-19
2188,C,MARUSIC,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2188,C,MARUSIC,Lazio,36,5.79,5.94,2,0,0,0,0,0,3,3,0,1,2020-21
2188,D,MARUSIC,Lazio,33,5.65,5.65,1,0,0,0,0,0,0,4,1,0,2021-22
2188,D,MARUSIC,Lazio,33,6.02,5.92,0,0,0,0,0,0,2,8,1,0,2022-23
2188,D,MARUSIC,Lazio,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,2023-24
2252,D,MARCHIZZA,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18
2252,D,MARCHIZZA,Spezia,22,5.84,5.84,0,0,0,0,0,0,2,4,0,0,2020-21
2252,D,MARCHIZZA,Empoli,19,5.63,5.47,0,0,0,0,0,0,1,4,0,1,2021-22
2252,D,MARCHIZZA,Sassuolo,5,6.1,6,0,0,0,0,0,0,0,1,0,0,2022-23
2252,D,MARCHIZZA,Frosinone,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
2263,C,LAZZARI,SPAL,35,6.14,6.29,2,0,0,0,0,0,1,4,0,0,2017-18
2263,C,LAZZARI,SPAL,33,6.35,6.48,0,0,0,0,0,0,8,7,0,0,2018-19
2263,C,LAZZARI,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2263,C,LAZZARI,Lazio,32,6.12,6.34,2,0,0,0,0,0,5,2,1,1,2020-21
2263,D,LAZZARI,Lazio,27,5.91,6.3,3,0,0,0,0,0,3,3,0,0,2021-22
2263,D,LAZZARI,Lazio,26,6,5.77,0,0,0,0,0,0,0,8,0,1,2022-23
2263,D,LAZZARI,Lazio,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
2318,D,ROGERIO,Sassuolo,11,5.68,5.5,0,0,0,0,0,0,0,4,0,0,2017-18
2318,D,ROGERIO,Sassuolo,32,5.64,5.59,1,0,0,0,0,0,1,9,1,0,2018-19
2318,D,ROGERIO,Sassuolo,26,5.88,5.81,0,0,0,0,0,0,0,4,0,0,2020-21
2318,D,ROGERIO,Sassuolo,22,5.82,5.77,0,0,0,0,0,0,1,5,0,0,2021-22
2318,D,ROGERIO,Sassuolo,35,5.77,5.76,0,0,0,0,0,0,3,5,1,0,2022-23
2318,D,ROGERIO,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2869,D,DJIDJI,Torino,16,5.97,5.91,0,0,0,0,0,0,0,2,0,0,2018-19
2869,D,DJIDJI,Crotone,18,5.58,5.64,1,0,0,0,0,0,0,4,0,0,2020-21
2869,D,DJIDJI,Torino,24,5.88,5.75,0,0,0,0,0,0,0,4,1,0,2021-22
2869,D,DJIDJI,Torino,32,5.77,5.81,1,0,0,0,0,0,0,3,0,0,2022-23
2869,D,DJIDJI,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4426,D,TOLJAN,Sassuolo,24,5.79,5.83,0,0,0,0,0,0,2,2,0,0,2020-21
4426,D,TOLJAN,Sassuolo,19,5.84,5.84,0,0,0,0,0,0,1,2,0,0,2021-22
4426,D,TOLJAN,Sassuolo,31,5.69,5.68,0,0,0,0,0,0,1,3,0,0,2022-23
4426,D,TOLJAN,Sassuolo,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,2023-24
4433,D,ZORTEA,Salernitana,23,5.78,5.96,1,0,0,0,0,0,2,3,0,0,2021-22
4433,D,ZORTEA,Sassuolo,15,6,6.1,1,0,0,0,0,0,1,5,0,0,2022-23
4433,D,ZORTEA,Atalanta,2,6.5,8,1,0,0,0,0,0,0,0,0,0,2023-24
4461,D,ZAPPA,Cagliari,31,5.85,5.94,0,0,0,0,0,0,4,3,0,0,2020-21
4461,D,ZAPPA,Cagliari,21,5.74,5.64,0,0,0,0,0,0,0,2,1,0,2021-22
4461,D,ZAPPA,Cagliari,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
4502,D,GALLO,Lecce,31,5.82,5.65,0,0,0,0,0,0,1,3,1,2,2022-23
4502,D,GALLO,Lecce,2,6.25,6.75,0,0,0,0,0,0,1,0,0,0,2023-24
4982,D,ERLIC,Spezia,22,5.82,6.14,3,0,0,0,0,0,1,6,0,0,2020-21
4982,D,ERLIC,Spezia,30,5.95,6.07,2,0,0,0,0,0,0,5,0,0,2021-22
4982,D,ERLIC,Sassuolo,27,5.7,5.59,0,0,0,0,0,0,0,2,0,1,2022-23
4982,D,ERLIC,Sassuolo,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
4994,D,VOJVODA,Torino,19,5.71,6.03,2,0,0,0,0,0,2,4,0,0,2020-21
4994,D,VOJVODA,Torino,29,6.02,6.07,0,0,0,0,0,0,3,3,0,0,2021-22
4994,D,VOJVODA,Torino,27,5.85,5.98,0,0,0,0,0,0,5,3,0,0,2022-23
4994,D,VOJVODA,Torino,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
5239,D,"LLORENTE D.",Roma,8,6.06,6.06,0,0,0,0,0,0,0,0,0,0,2022-23
5239,D,"LLORENTE D.",Roma,2,5.75,6.25,0,0,0,0,0,0,1,0,0,0,2023-24
5365,D,DRAGUSIN,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-21
5365,D,DRAGUSIN,Salernitana,18,5.72,5.67,0,0,0,0,0,0,0,2,0,0,2021-22
5365,D,DRAGUSIN,Genoa,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
5520,D,CAMBIASO,Genoa,25,5.94,6.12,1,0,0,0,0,0,4,3,1,0,2021-22
5520,D,CAMBIASO,Bologna,31,5.97,6.03,0,0,0,0,0,0,3,2,0,0,2022-23
5520,D,CAMBIASO,Juventus,2,6.5,7,0,0,0,0,0,0,1,0,0,0,2023-24
5718,D,VITI,Empoli,19,5.82,5.63,0,0,0,0,0,0,0,1,1,1,2021-22
5718,D,VITI,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-23
5718,D,VITI,Sassuolo,1,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24
5831,D,GATTI,Juventus,16,5.94,5.81,0,0,0,0,0,0,0,4,0,0,2022-23
5831,D,GATTI,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
5838,D,BIRINDELLI,Monza,30,5.83,5.77,0,0,0,0,0,0,2,8,0,0,2022-23
5838,D,BIRINDELLI,Monza,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
5867,D,GENDREY,Lecce,36,5.88,5.85,0,0,0,0,0,0,1,4,0,0,2022-23
5867,D,GENDREY,Lecce,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0,2023-24
6148,D,KRISTIANSEN,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
6202,D,BEUKEMA,Bologna,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
6230,D,DOSSENA,Cagliari,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
76,D,"ROMAGNOLI S.",Bologna,8,6,5.94,0,0,0,0,0,0,0,1,0,0,2017-18
76,D,"ROMAGNOLI S.",Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-19
76,D,"ROMAGNOLI S.",Empoli,18,5.89,6.03,2,0,0,0,0,0,0,3,0,1,2021-22
76,D,"ROMAGNOLI S.",Lecce,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0,2022-23
76,D,"ROMAGNOLI S.",Frosinone,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
327,D,PATRIC,Lazio,10,5.9,5.95,0,0,0,0,0,0,1,1,0,0,2017-18
327,D,PATRIC,Lazio,14,5.75,5.71,0,0,0,0,0,0,0,1,0,0,2018-19
327,D,PATRIC,Lazio,23,5.72,5.59,0,0,0,0,0,0,1,8,0,0,2020-21
327,D,PATRIC,Lazio,21,5.76,5.71,1,0,0,0,0,0,1,4,1,1,2021-22
327,D,PATRIC,Lazio,17,6.12,6.09,0,0,0,0,0,0,0,1,0,0,2022-23
327,D,PATRIC,Lazio,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
770,D,"PEZZELLA GIU.",Udinese,14,5.5,5.32,0,0,0,0,0,0,0,3,1,0,2017-18
770,D,"PEZZELLA GIU.",Genoa,5,5.2,4.9,0,0,0,0,0,0,0,1,1,0,2018-19
770,D,"PEZZELLA GIU.",Parma,24,6.04,6.19,1,0,0,0,0,0,4,7,0,0,2020-21
770,D,"PEZZELLA GIU.",Atalanta,16,5.97,6,0,0,0,0,0,0,2,3,0,0,2021-22
770,D,"PEZZELLA GIU.",Lecce,14,5.71,5.71,0,0,0,0,0,0,1,2,0,0,2022-23
770,D,"PEZZELLA GIU.",Empoli,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
2083,D,BIRASCHI,Genoa,22,5.89,5.89,0,0,0,0,0,0,1,2,0,0,2017-18
2083,D,BIRASCHI,Genoa,34,5.81,5.68,0,0,0,0,0,0,0,3,1,1,2018-19
2083,D,BIRASCHI,Genoa,13,5.77,5.69,0,0,0,0,0,0,0,2,0,0,2020-21
2083,D,BIRASCHI,Genoa,14,5.61,5.46,0,0,0,0,0,0,0,4,0,0,2021-22
2083,D,BIRASCHI,Genoa,1,6,9,1,0,0,0,0,0,0,0,0,0,2023-24
2653,D,LYKOGIANNIS,Cagliari,9,6,6.17,0,0,0,0,0,0,2,2,0,0,2017-18
2653,D,LYKOGIANNIS,Cagliari,10,5.5,5.55,0,0,0,0,0,0,1,1,0,0,2018-19
2653,D,LYKOGIANNIS,Cagliari,30,5.8,6.1,4,0,0,0,0,0,2,6,2,0,2020-21
2653,D,LYKOGIANNIS,Cagliari,25,5.7,5.78,1,0,0,0,0,0,0,2,0,0,2021-22
2653,D,LYKOGIANNIS,Bologna,19,5.97,6.21,2,0,0,0,0,0,0,3,0,0,2022-23
2653,D,LYKOGIANNIS,Bologna,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
4263,D,KABASELE,Udinese,2,5.75,5.25,0,0,0,0,0,0,0,2,0,0,2023-24
4378,D,"RANIERI L.",Salernitana,27,5.7,5.65,1,0,0,0,0,0,0,9,0,0,2021-22
4378,D,"RANIERI L.",Fiorentina,8,6.25,6.19,0,0,0,0,0,0,0,1,0,0,2022-23
4378,D,"RANIERI L.",Fiorentina,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
4421,D,AUGELLO,Sampdoria,37,5.92,6.03,1,0,0,0,0,0,3,2,1,0,2020-21
4421,D,AUGELLO,Sampdoria,34,5.81,5.93,1,0,0,0,0,0,1,0,0,0,2021-22
4421,D,AUGELLO,Sampdoria,37,5.84,6.09,2,0,0,0,0,0,5,3,0,0,2022-23
4421,D,AUGELLO,Cagliari,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
4493,D,DAWIDOWICZ,Verona,27,5.87,5.72,0,0,0,0,0,0,0,9,0,0,2020-21
4493,D,DAWIDOWICZ,Verona,15,5.77,5.67,0,0,0,0,0,0,0,3,0,0,2021-22
4493,D,DAWIDOWICZ,Verona,22,5.8,5.8,1,0,0,0,0,0,1,6,1,0,2022-23
4493,D,DAWIDOWICZ,Verona,2,6.25,6,0,0,0,0,0,0,0,1,0,0,2023-24
4897,D,PIROLA,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-21
4897,D,PIROLA,Salernitana,25,5.78,5.94,2,0,0,0,0,0,0,4,0,0,2022-23
4897,D,PIROLA,Salernitana,1,5.5,5,0,0,0,0,0,0,0,1,0,0,2023-24
4934,D,LOVATO,Verona,21,5.93,5.81,0,0,0,0,0,0,0,5,0,0,2020-21
4934,D,LOVATO,Cagliari,21,5.98,5.86,0,0,0,0,0,0,0,5,0,0,2021-22
4934,D,LOVATO,Salernitana,14,5.57,5.5,0,0,0,0,0,0,0,2,0,0,2022-23
4934,D,LOVATO,Salernitana,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
5010,D,ISMAJLI,Spezia,16,5.78,5.94,1,0,0,0,0,0,1,1,1,0,2020-21
5010,D,ISMAJLI,Empoli,17,5.5,5.06,0,0,0,0,0,0,0,7,0,2,2021-22
5010,D,ISMAJLI,Empoli,25,6,5.86,0,0,0,0,0,0,0,3,0,1,2022-23
5010,D,ISMAJLI,Empoli,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
5323,D,"MARTINEZ QUARTA",Fiorentina,19,5.87,5.87,1,0,0,0,0,0,0,4,1,0,2020-21
5323,D,"MARTINEZ QUARTA",Fiorentina,18,5.81,5.75,1,0,0,0,0,0,0,8,0,0,2021-22
5323,D,"MARTINEZ QUARTA",Fiorentina,27,5.94,5.98,1,0,0,0,0,0,1,6,0,0,2022-23
5323,D,"MARTINEZ QUARTA",Fiorentina,1,5,4.5,0,0,0,0,0,0,0,1,0,0,2023-24
5514,D,VASQUEZ,Genoa,28,5.89,5.88,1,0,0,0,0,0,0,7,0,0,2021-22
5514,D,VASQUEZ,Cremonese,23,5.78,5.76,1,0,0,0,0,0,0,7,0,0,2022-23
5514,D,VASQUEZ,Genoa,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
5603,D,PONGRACIC,Lecce,9,6,5.89,0,0,0,0,0,0,0,2,0,0,2022-23
5603,D,PONGRACIC,Lecce,2,5.5,5,0,0,0,0,0,0,0,2,0,0,2023-24
5701,D,OBERT,Cagliari,4,5.88,5.88,0,0,0,0,0,0,0,0,0,0,2021-22
5701,D,OBERT,Cagliari,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
5747,D,TRESSOLDI,Sassuolo,1,5.5,5,0,0,0,0,0,0,0,1,0,0,2023-24
6211,D,ZEMURA,Udinese,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
354,D,ALBERTAZZI,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18
5525,A,GALAZZI,Venezia,1,6,6,0,0,0,0,0,0,0,0,0,0,2021-22
6231,D,AZZI,Cagliari,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
6464,D,WIETESKA,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
286,D,BONUCCI,Milan,35,5.83,5.9,2,0,0,0,0,0,0,5,1,0,2017-18
286,D,BONUCCI,Juventus,29,6.02,6.29,3,0,0,0,0,0,0,2,0,0,2018-19
286,D,BONUCCI,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
286,D,BONUCCI,Juventus,25,5.98,6.16,2,0,0,0,0,0,0,3,0,0,2020-21
286,D,BONUCCI,Juventus,23,6.15,6.78,2,0,0,3,3,0,0,1,0,0,2021-22
286,D,BONUCCI,Juventus,11,6.05,6,1,0,0,1,0,1,0,1,0,0,2022-23
286,D,BONUCCI,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
791,D,SABELLI,Genoa,7,5.71,5.5,0,0,0,0,0,0,0,3,0,0,2021-22
791,D,SABELLI,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
1891,D,CECCHERINI,Crotone,37,5.8,5.82,1,0,0,0,0,0,1,4,1,0,2017-18
1891,D,CECCHERINI,Fiorentina,13,5.77,5.65,0,0,0,0,0,0,0,3,0,0,2018-19
1891,D,CECCHERINI,Verona,28,5.91,5.66,0,0,0,0,0,0,0,10,0,1,2020-21
1891,D,CECCHERINI,Verona,34,5.88,5.79,1,0,0,0,0,0,0,10,1,0,2021-22
1891,D,CECCHERINI,Verona,20,5.88,5.9,2,0,0,0,0,0,0,9,1,0,2022-23
1891,D,CECCHERINI,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
1895,D,"FERRARI G.",Sampdoria,30,5.68,5.82,2,0,0,0,0,0,0,4,0,0,2017-18
1895,D,"FERRARI G.",Sassuolo,31,5.97,6.21,4,0,0,0,0,0,0,9,0,0,2018-19
1895,D,"FERRARI G.",Sassuolo,34,6.07,6.03,0,0,0,0,0,0,2,7,0,0,2020-21
1895,D,"FERRARI G.",Sassuolo,36,5.75,5.75,1,0,0,0,0,0,0,4,1,0,2021-22
1895,D,"FERRARI G.",Sassuolo,27,5.8,5.81,1,0,0,0,0,0,0,5,0,0,2022-23
1895,D,"FERRARI G.",Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2174,D,VENUTI,Benevento,30,5.35,5.25,0,0,0,0,0,0,1,4,0,1,2017-18
2174,D,VENUTI,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-19
2174,D,VENUTI,Fiorentina,24,5.67,5.58,0,0,0,0,0,0,1,3,0,1,2020-21
2174,D,VENUTI,Fiorentina,21,5.79,5.6,0,0,0,0,0,0,0,4,0,1,2021-22
2174,D,VENUTI,Fiorentina,16,5.72,5.66,0,0,0,0,0,0,0,2,0,0,2022-23
2174,D,VENUTI,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2285,D,BANI,Chievo,16,5.78,5.59,0,0,0,0,0,0,0,4,1,0,2017-18
2285,D,BANI,Chievo,30,5.65,5.43,0,0,0,0,0,0,0,7,1,1,2018-19
2285,D,BANI,Parma,25,5.68,5.48,0,0,0,0,0,0,0,10,0,0,2020-21
2285,D,BANI,Genoa,17,6,5.97,0,0,0,0,0,0,0,1,0,0,2021-22
2285,D,BANI,Genoa,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24
2633,D,KJAER,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2633,D,KJAER,Milan,28,6.27,6.25,0,0,0,0,0,0,1,3,0,0,2020-21
2633,D,KJAER,Milan,10,6.2,5.9,0,0,0,0,0,0,0,2,0,1,2021-22
2633,D,KJAER,Milan,14,5.96,5.82,0,0,0,0,0,0,0,4,0,0,2022-23
5881,A,GYTKJAER,Monza,15,5.73,5.73,1,0,0,1,0,1,0,0,0,0,2022-23
2633,D,KJAER,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2728,D,"PELLEGRINI LU.",Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18
2728,D,"PELLEGRINI LU.",Cagliari,16,5.91,5.84,0,0,0,0,0,0,2,4,1,0,2018-19
2728,D,"PELLEGRINI LU.",Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2728,D,"PELLEGRINI LU.",Genoa,11,5.59,5.41,0,0,0,0,0,0,1,2,0,1,2020-21
2728,D,"PELLEGRINI LU.",Juventus,17,6.09,5.97,0,0,0,0,0,0,1,6,0,0,2021-22
2728,D,"PELLEGRINI LU.",Lazio,3,6.17,5.83,0,0,0,0,0,0,0,3,0,0,2022-23
2728,D,"PELLEGRINI LU.",Lazio,2,5.5,5,0,0,0,0,0,0,0,2,0,0,2023-24
2758,D,GUNTER,Genoa,12,5.67,5.62,0,0,0,0,0,0,0,1,0,0,2018-19
2758,D,GUNTER,Verona,25,5.98,5.98,0,0,0,0,0,0,2,4,0,0,2020-21
2758,D,GUNTER,Verona,30,5.8,5.57,0,0,0,0,0,0,0,10,0,1,2021-22
2758,D,GUNTER,Sampdoria,23,5.63,5.7,1,0,0,0,0,0,1,5,0,0,2022-23
2758,D,GUNTER,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2769,D,MAGNANI,Sassuolo,18,6.11,6.11,0,0,0,0,0,0,1,2,0,0,2018-19
2769,D,MAGNANI,Verona,23,6.09,5.83,0,0,0,0,0,0,0,8,0,1,2020-21
2769,D,MAGNANI,Sampdoria,14,5.79,5.61,0,0,0,0,0,0,0,3,1,0,2021-22
2769,D,MAGNANI,Verona,24,5.81,5.58,0,0,0,0,0,0,1,7,1,1,2022-23
2769,D,MAGNANI,Verona,2,6.25,6,0,0,0,0,0,0,0,1,0,0,2023-24
4385,C,LAZARO,"Newcastle United",0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4385,C,LAZARO,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-22
4385,D,LAZARO,Torino,20,6,6.05,0,0,0,0,0,0,3,4,0,0,2022-23
4385,D,LAZARO,Torino,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
4891,D,SOUMAORO,Bologna,20,5.82,5.88,1,0,0,0,0,0,0,4,0,0,2020-21
4891,D,SOUMAORO,Bologna,27,5.83,5.57,0,0,0,0,0,0,0,6,2,1,2021-22
4891,D,SOUMAORO,Bologna,23,6,5.89,0,0,0,0,0,0,0,3,1,0,2022-23
4891,D,SOUMAORO,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4945,D,CALAFIORI,Roma,2,6,5.5,0,0,0,0,0,0,0,2,0,0,2020-21
4945,D,CALAFIORI,Genoa,4,5.62,5.62,0,0,0,0,0,0,1,3,0,0,2021-22
4945,D,CALAFIORI,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-23
4945,D,CALAFIORI,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4952,D,MONTERISI,Frosinone,2,6.25,7.75,1,0,0,0,0,0,0,0,0,0,2023-24
5354,D,RUGGERI,Atalanta,3,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2020-21
5354,D,RUGGERI,Salernitana,13,5.85,5.81,0,0,0,0,0,0,0,1,0,0,2021-22
5354,D,RUGGERI,Atalanta,10,5.85,5.8,0,0,0,0,0,0,1,3,0,0,2022-23
5354,D,RUGGERI,Atalanta,2,5.75,6.25,0,0,0,0,0,0,1,0,0,0,2023-24
5509,D,VINA,Roma,23,5.74,5.74,0,0,0,0,0,0,1,2,0,0,2021-22
5509,D,VINA,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2022-23
5509,D,VINA,Sassuolo,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
5527,D,ZANOLI,Napoli,6,5.92,5.75,0,0,0,0,0,0,0,2,0,0,2021-22
5527,D,ZANOLI,Sampdoria,20,6,6.32,2,0,0,0,0,0,2,3,0,0,2022-23
5527,D,ZANOLI,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
5748,D,HEFTI,Genoa,16,5.81,5.78,0,0,0,0,0,0,0,1,0,0,2021-22
5748,D,HEFTI,Genoa,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
5750,D,OSTIGARD,Genoa,15,5.63,5.43,0,0,0,0,0,0,0,2,2,0,2021-22
5750,D,OSTIGARD,Napoli,6,6,5.92,0,0,0,0,0,0,0,1,0,0,2022-23
5750,D,OSTIGARD,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
5812,C,"TERRACCIANO F.",Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-22
5812,C,"TERRACCIANO F.",Verona,13,6.08,6.12,0,0,0,0,0,0,1,2,0,0,2022-23
5812,D,"TERRACCIANO F.",Verona,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24
5848,D,EBOSELE,Udinese,10,6,6,0,0,0,0,0,0,1,4,0,0,2022-23
5848,D,EBOSELE,Udinese,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
5856,D,SAMBIA,Salernitana,13,5.88,5.92,0,0,0,0,0,0,1,3,0,0,2022-23
5856,D,SAMBIA,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
