Id,R,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au,Season
554,D,ZAPPACOSTA,Torino,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2017-18
554,D,ZAPPACOSTA,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
554,D,ZAPPACOSTA,Genoa,25,6.22,6.72,4,0,0,0,0,0,2,3,0,0,2020-21
554,D,ZAPPACOSTA,Atalanta,31,6.08,6.24,1,0,0,0,0,0,5,6,0,0,2021-22
554,D,ZAPPACOSTA,Atalanta,21,6.12,6.64,4,0,0,0,0,0,1,4,0,0,2022-23
554,D,ZAPPACOSTA,Atalanta,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
4237,D,DANILO,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4237,D,DANILO,Juventus,34,6.29,6.41,1,0,0,0,0,0,4,6,0,0,2020-21
4237,D,DANILO,Juventus,21,6.14,6.24,1,0,0,0,0,0,2,6,0,0,2021-22
4237,D,DANILO,Juventus,37,6.2,6.46,3,0,0,0,0,0,3,5,0,0,2022-23
4237,D,DANILO,Juventus,2,6.5,6.25,0,0,0,0,0,0,0,1,0,0,2023-24
6041,D,SCHUURS,Torino,29,6.21,6.19,0,0,0,0,0,0,2,5,0,0,2022-23
6041,D,SCHUURS,Torino,2,5.75,7.25,1,0,0,0,0,0,0,0,0,0,2023-24
6066,D,POSCH,Bologna,30,6.12,6.68,6,0,0,0,0,0,2,6,0,0,2022-23
6066,D,POSCH,Bologna,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2023-24
2120,D,BASTONI,Atalanta,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2017-18
2120,D,BASTONI,Parma,21,5.95,6.05,1,0,0,0,0,0,0,2,0,0,2018-19
2120,D,BASTONI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2120,D,BASTONI,Inter,33,6.11,6.08,0,0,0,0,0,0,2,6,0,0,2020-21
2120,D,BASTONI,Inter,31,6.21,6.31,1,0,0,0,0,0,2,4,0,0,2021-22
2120,D,BASTONI,Inter,29,6.12,6.14,0,0,0,0,0,0,2,3,0,0,2022-23
2120,D,BASTONI,Inter,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24
4177,D,PAVARD,"Bayern Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4177,D,PAVARD,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4245,D,SMALLING,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4245,D,SMALLING,Roma,14,5.93,5.89,0,0,0,0,0,0,1,3,0,0,2020-21
4245,D,SMALLING,Roma,25,6.18,6.46,3,0,0,0,0,0,0,0,0,1,2021-22
4245,D,SMALLING,Roma,32,6.31,6.52,3,0,0,0,0,0,1,7,0,0,2022-23
4245,D,SMALLING,Roma,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
4409,D,RRAHMANI,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4409,D,RRAHMANI,Napoli,14,6.14,6.29,1,0,0,0,0,0,0,2,0,0,2020-21
4409,D,RRAHMANI,Napoli,33,6.27,6.56,4,0,0,0,0,0,0,5,0,0,2021-22
4409,D,RRAHMANI,Napoli,28,6.14,6.36,2,0,0,0,0,0,1,2,0,0,2022-23
4409,D,RRAHMANI,Napoli,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24
5513,D,DUMFRIES,Inter,32,6.22,6.77,5,0,0,0,0,0,4,3,0,0,2021-22
5513,D,DUMFRIES,Inter,34,5.91,6,1,0,0,0,0,0,4,4,0,1,2022-23
5513,D,DUMFRIES,Inter,2,7,9,1,0,0,0,0,0,1,0,0,0,2023-24
2788,D,BREMER,Torino,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0,2018-19
2788,D,BREMER,Torino,33,6.08,6.5,5,0,0,0,0,0,0,2,0,0,2020-21
2788,D,BREMER,Torino,33,6.39,6.59,3,0,0,0,0,0,1,7,0,0,2021-22
2788,D,BREMER,Juventus,30,6.05,6.35,4,0,0,0,0,0,0,6,0,0,2022-23
2788,D,BREMER,Juventus,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
4751,D,TOMORI,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4751,D,TOMORI,Milan,17,6.26,6.44,1,0,0,0,0,0,0,0,0,0,2020-21
4751,D,TOMORI,Milan,31,6.29,6.23,0,0,0,0,0,0,0,4,0,0,2021-22
4751,D,TOMORI,Milan,33,6.08,6.09,1,0,0,0,0,0,0,5,0,0,2022-23
4751,D,TOMORI,Milan,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
460,D,ROMAGNOLI,Milan,27,6.04,6.09,2,0,0,0,0,0,0,7,1,0,2017-18
460,D,ROMAGNOLI,Milan,32,6.27,6.28,2,0,0,0,0,0,0,5,1,1,2018-19
460,D,ROMAGNOLI,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
460,D,ROMAGNOLI,Milan,22,5.98,6,1,0,0,0,0,0,1,7,0,0,2020-21
460,D,ROMAGNOLI,Milan,17,6,6,1,0,0,0,0,0,0,4,1,0,2021-22
460,D,ROMAGNOLI,Lazio,34,6.21,6.29,2,0,0,0,0,0,0,6,0,0,2022-23
460,D,ROMAGNOLI,Lazio,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
5481,D,MAZZOCCHI,Salernitana,32,5.84,5.83,0,0,0,0,0,0,2,5,0,0,2021-22
5481,D,MAZZOCCHI,Salernitana,27,6.17,6.46,2,0,0,0,0,0,3,2,0,0,2022-23
5481,D,MAZZOCCHI,Salernitana,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
5851,D,DOIG,Verona,21,6.07,6.52,2,0,0,0,0,0,4,1,0,0,2022-23
5851,D,DOIG,Verona,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24
252,D,BIRAGHI,Fiorentina,34,5.72,5.82,1,0,0,0,0,0,4,7,0,0,2017-18
252,D,BIRAGHI,Fiorentina,36,5.89,6,1,0,0,0,0,0,5,8,0,0,2018-19
252,D,BIRAGHI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
252,D,BIRAGHI,Fiorentina,35,5.91,6.03,1,0,0,0,0,0,5,8,0,0,2020-21
252,D,BIRAGHI,Fiorentina,37,5.96,6.11,3,0,0,2,1,1,1,3,1,1,2021-22
252,D,BIRAGHI,Fiorentina,32,6.05,6.19,2,0,0,1,0,1,4,1,0,1,2022-23
252,D,BIRAGHI,Fiorentina,1,7,10.5,1,0,0,0,0,0,1,1,0,0,2023-24
1852,C,SPINAZZOLA,Atalanta,18,5.83,5.92,0,0,0,0,0,0,2,1,0,0,2017-18
1852,D,SPINAZZOLA,Juventus,9,6,6.11,0,0,0,0,0,0,1,0,0,0,2018-19
1852,D,SPINAZZOLA,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
1852,D,SPINAZZOLA,Roma,25,6.2,6.52,2,0,0,0,0,0,4,0,0,1,2020-21
1852,D,SPINAZZOLA,Roma,2,6.25,6,0,0,0,0,0,0,0,1,0,0,2021-22
1852,D,SPINAZZOLA,Roma,26,6.04,6.25,1,0,0,0,0,0,4,3,0,0,2022-23
1852,D,SPINAZZOLA,Roma,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
2525,D,DARMIAN,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2525,D,DARMIAN,Inter,23,6.2,6.63,3,0,0,0,0,0,3,5,0,0,2020-21
2525,D,DARMIAN,Inter,23,6.13,6.35,2,0,0,0,0,0,1,4,0,0,2021-22
2525,D,DARMIAN,Inter,27,6.06,6.19,1,0,0,0,0,0,2,3,0,0,2022-23
2525,D,DARMIAN,Inter,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
5067,D,BAKKER,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
5375,D,MAEHLE,Atalanta,18,5.92,6.03,0,0,0,0,0,0,2,0,0,0,2020-21
5375,D,MAEHLE,Atalanta,23,5.83,5.96,1,0,0,0,0,0,1,2,0,0,2021-22
5375,D,MAEHLE,Atalanta,30,5.93,6.18,3,0,0,0,0,0,2,5,1,0,2022-23
5375,D,MAEHLE,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
5835,D,BASCHIROTTO,Lecce,37,6.07,6.23,3,0,0,0,0,0,0,6,0,0,2022-23
5835,D,BASCHIROTTO,Lecce,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
142,D,"MARIO RUI",Napoli,24,6.02,6.23,2,0,0,0,0,0,4,8,1,0,2017-18
142,D,"MARIO RUI",Napoli,19,5.82,5.87,1,0,0,0,0,0,1,4,1,0,2018-19
142,D,"MARIO RUI",Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
142,D,"MARIO RUI",Napoli,24,5.92,5.9,0,0,0,0,0,0,1,4,0,0,2020-21
142,D,"MARIO RUI",Napoli,34,6.03,6.07,0,0,0,0,0,0,5,7,0,0,2021-22
142,D,"MARIO RUI",Napoli,22,6.11,6.25,0,0,0,0,0,0,5,2,1,0,2022-23
142,D,"MARIO RUI",Napoli,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
357,D,CALABRIA,Milan,18,5.97,6.25,1,0,0,0,0,0,3,0,1,0,2017-18
357,D,CALABRIA,Milan,25,5.9,5.96,1,0,0,0,0,0,1,5,0,0,2018-19
357,D,CALABRIA,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
357,D,CALABRIA,Milan,32,6.23,6.28,2,0,0,0,0,0,1,7,0,1,2020-21
357,D,CALABRIA,Milan,26,6.15,6.42,2,0,0,0,0,0,2,2,0,0,2021-22
357,D,CALABRIA,Milan,23,5.96,6.09,1,0,0,0,0,0,3,6,0,0,2022-23
357,D,CALABRIA,Milan,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0,2023-24
513,D,ACERBI,Sassuolo,38,5.93,5.83,0,0,0,0,0,0,0,4,0,1,2017-18
513,D,ACERBI,Lazio,37,6.14,6.31,3,0,0,0,0,0,0,3,1,0,2018-19
513,D,ACERBI,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
513,D,ACERBI,Lazio,32,6.05,5.94,0,0,0,0,0,0,1,7,1,0,2020-21
513,D,ACERBI,Lazio,29,5.95,6.31,4,0,0,0,0,0,0,1,1,0,2021-22
513,D,ACERBI,Inter,31,6,5.97,0,0,0,0,0,0,1,4,0,0,2022-23
513,D,ACERBI,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2164,D,MILENKOVIC,Fiorentina,16,5.75,5.69,0,0,0,0,0,0,0,0,1,0,2017-18
2164,D,MILENKOVIC,Fiorentina,34,5.93,6.06,3,0,0,0,0,0,0,7,1,0,2018-19
2164,D,MILENKOVIC,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2164,D,MILENKOVIC,Fiorentina,34,5.84,5.97,3,0,0,0,0,0,0,7,1,0,2020-21
2164,D,MILENKOVIC,Fiorentina,34,5.87,5.81,1,0,0,0,0,0,0,8,1,0,2021-22
2164,D,MILENKOVIC,Fiorentina,27,5.94,6.06,2,0,0,0,0,0,1,4,0,1,2022-23
2164,D,MILENKOVIC,Fiorentina,2,6.25,6,0,0,0,0,0,0,0,1,0,0,2023-24
2296,D,MANCINI,Atalanta,9,5.83,5.89,1,0,0,0,0,0,0,4,1,0,2017-18
2296,D,MANCINI,Atalanta,29,6.22,6.69,5,0,0,0,0,0,1,5,0,0,2018-19
2296,D,MANCINI,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2296,D,MANCINI,Roma,33,6.14,6.41,4,0,0,0,0,0,2,10,0,0,2020-21
2296,D,MANCINI,Roma,33,5.88,5.64,0,0,0,0,0,0,0,14,1,0,2021-22
2296,D,MANCINI,Roma,35,6.11,6.16,1,0,0,0,0,0,2,7,0,0,2022-23
2296,D,MANCINI,Roma,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
2724,D,BUONGIORNO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18
2724,D,BUONGIORNO,Torino,12,5.67,5.5,0,0,0,0,0,0,0,4,0,0,2020-21
2724,D,BUONGIORNO,Torino,18,5.86,5.81,0,0,0,0,0,0,1,5,0,0,2021-22
2724,D,BUONGIORNO,Torino,34,6.12,6.15,1,0,0,0,0,0,2,8,0,0,2022-23
2724,D,BUONGIORNO,Torino,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0,2023-24
5480,D,EBUEHI,Venezia,17,5.59,5.5,0,0,0,0,0,0,0,1,1,0,2021-22
5480,D,EBUEHI,Empoli,25,6.06,6.46,2,0,0,0,0,0,4,0,0,0,2022-23
5480,D,EBUEHI,Empoli,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,2023-24
5498,D,CASALE,Verona,34,5.85,5.75,0,0,0,0,0,0,1,10,0,0,2021-22
5498,D,CASALE,Lazio,29,6,6.03,1,0,0,0,0,0,1,6,0,0,2022-23
5498,D,CASALE,Lazio,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
5678,D,HOLM,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-22
5678,D,HOLM,Spezia,18,6.06,6.17,1,0,0,0,0,0,1,4,0,0,2022-23
5678,D,HOLM,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
6055,D,THIAW,Milan,19,5.92,5.79,0,0,0,0,0,0,0,5,0,0,2022-23
6055,D,THIAW,Milan,2,6.25,6,0,0,0,0,0,0,0,1,0,0,2023-24
581,D,FARAONI,Crotone,24,5.79,6.12,2,0,0,0,0,0,3,2,0,0,2017-18
581,D,FARAONI,Verona,34,6.07,6.46,4,0,0,0,0,0,5,8,0,0,2020-21
581,D,FARAONI,Verona,32,6.08,6.48,4,0,0,0,0,0,5,6,1,0,2021-22
581,D,FARAONI,Verona,21,5.95,6.17,2,0,0,0,0,0,2,7,0,0,2022-23
581,D,FARAONI,Verona,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
697,C,CUADRADO,Juventus,20,6.35,7.12,4,0,0,0,0,0,6,5,0,0,2017-18
697,C,CUADRADO,Juventus,16,5.78,5.97,1,0,0,0,0,0,2,4,0,0,2018-19
697,C,CUADRADO,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
697,D,CUADRADO,Juventus,29,6.31,6.64,1,0,0,1,1,0,9,9,1,0,2020-21
697,D,CUADRADO,Juventus,32,6.3,6.62,4,0,0,0,0,0,3,9,0,0,2021-22
697,C,CUADRADO,Juventus,30,5.85,5.92,1,0,0,0,0,0,3,6,1,0,2022-23
697,D,CUADRADO,Inter,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
2160,D,GOSENS,Atalanta,20,6.02,6.2,1,0,0,0,0,0,1,1,0,0,2017-18
2160,D,GOSENS,Atalanta,28,6.18,6.54,3,0,0,0,0,0,2,2,0,0,2018-19
2160,D,GOSENS,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2160,D,GOSENS,Atalanta,32,6.27,7.28,11,0,0,0,0,0,6,7,1,1,2020-21
2160,D,GOSENS,Inter,11,6.14,6.36,1,0,0,0,0,0,1,3,0,0,2021-22
2160,D,GOSENS,Inter,25,5.96,6.3,3,0,0,0,0,0,0,2,0,0,2022-23
2160,D,GOSENS,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2640,D,KOLASINAC,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2640,D,KOLASINAC,Atalanta,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
5526,D,SCALVINI,Atalanta,14,5.96,6.14,1,0,0,0,0,0,0,1,0,0,2021-22
5526,D,SCALVINI,Atalanta,32,5.95,6.03,2,0,0,0,0,0,0,7,0,0,2022-23
5526,D,SCALVINI,Atalanta,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
5847,D,BIJOL,Udinese,32,5.88,6.03,3,0,0,0,0,0,1,10,0,0,2022-23
5847,D,BIJOL,Udinese,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
60,C,RIZZO,Atalanta,10,6.1,6.7,2,0,0,0,0,0,0,0,0,0,2017-18
226,D,IZZO,Genoa,16,5.94,6.06,1,0,0,0,0,0,0,2,0,0,2017-18
60,C,RIZZO,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-19
226,D,IZZO,Torino,37,6.23,6.5,4,0,0,0,0,0,1,6,0,0,2018-19
226,D,IZZO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
226,D,IZZO,Torino,25,5.96,6.14,2,0,0,0,0,0,0,3,0,0,2020-21
226,D,IZZO,Torino,9,5.83,5.61,0,0,0,0,0,0,0,4,0,0,2021-22
226,D,IZZO,Monza,29,6.03,5.97,1,0,0,0,0,0,0,10,0,0,2022-23
226,D,IZZO,Monza,1,6.5,6,0,0,0,0,0,0,0,1,0,0,2023-24
695,D,TOLOI,Atalanta,30,6.15,6.22,1,0,0,0,0,0,3,6,1,0,2017-18
695,D,TOLOI,Atalanta,21,6.07,6.19,1,0,0,0,0,0,3,1,1,1,2018-19
695,D,TOLOI,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
695,D,TOLOI,Atalanta,31,5.94,5.97,2,0,0,0,0,0,0,10,0,0,2020-21
695,D,TOLOI,Atalanta,19,6,6.05,1,0,0,0,0,0,1,6,0,0,2021-22
695,D,TOLOI,Atalanta,32,5.98,6.05,2,0,0,0,0,0,0,8,0,0,2022-23
695,D,TOLOI,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
2169,D,"RODRIGUEZ R.",Milan,34,5.75,5.68,0,0,0,2,1,1,0,3,1,0,2017-18
2169,D,"RODRIGUEZ R.",Milan,35,5.84,5.83,0,0,0,0,0,0,2,5,0,0,2018-19
2169,D,"RODRIGUEZ R.",Milan,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
2169,D,"RODRIGUEZ R.",Torino,16,5.41,5.38,0,0,0,0,0,0,0,1,0,0,2020-21
2169,D,"RODRIGUEZ R.",Torino,32,5.86,5.84,0,0,0,0,0,0,1,3,0,0,2021-22
2169,D,"RODRIGUEZ R.",Torino,34,6,5.96,0,0,0,0,0,0,0,3,0,0,2022-23
2169,D,"RODRIGUEZ R.",Torino,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
2593,D,MARTIN,Genoa,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
4317,D,N'DICKA,"Eintracht Francoforte",0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4317,D,N'DICKA,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4332,D,DEMIRAL,Sassuolo,14,6.29,6.61,2,0,0,0,0,0,0,3,0,0,2018-19
4332,D,DEMIRAL,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4332,D,DEMIRAL,Juventus,11,6.09,6.14,0,0,0,0,0,0,1,1,0,0,2020-21
4332,D,DEMIRAL,Atalanta,25,6.08,6.12,1,0,0,0,0,0,2,8,0,0,2021-22
4332,D,DEMIRAL,Atalanta,22,5.95,5.98,1,0,0,0,0,0,0,5,0,0,2022-23
4332,D,DEMIRAL,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4530,D,KYRIAKOPOULOS,Sassuolo,21,5.79,5.86,1,0,0,0,0,0,0,1,1,0,2020-21
4530,D,KYRIAKOPOULOS,Sassuolo,25,5.88,5.92,0,0,0,0,0,0,5,6,1,0,2021-22
4530,D,KYRIAKOPOULOS,Bologna,21,6.05,6.21,1,0,0,0,0,0,3,5,0,0,2022-23
4530,D,KYRIAKOPOULOS,Monza,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
4887,D,BELLANOVA,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-21
4887,D,BELLANOVA,Cagliari,31,5.82,5.9,1,0,0,0,0,0,1,3,0,0,2021-22
4887,D,BELLANOVA,Inter,11,6,6,0,0,0,0,0,0,0,0,0,0,2022-23
4887,D,BELLANOVA,Torino,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
4899,D,SINGO,Torino,27,5.91,6.02,1,0,0,0,0,0,2,2,1,0,2020-21
4899,D,SINGO,Torino,35,6.17,6.44,3,0,0,0,0,0,4,5,1,0,2021-22
4899,D,SINGO,Torino,28,5.93,6.04,2,0,0,0,0,0,1,8,0,0,2022-23
4899,D,SINGO,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4904,D,MARI',Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4904,D,MARI',Udinese,15,6.27,6.57,2,0,0,0,0,0,0,1,1,0,2021-22
4904,D,MARI',Monza,29,5.93,5.97,1,0,0,0,0,0,0,4,0,0,2022-23
4904,D,MARI',Monza,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
2854,C,BRADARIC,Cagliari,23,5.65,5.5,0,0,0,0,0,0,1,5,0,1,2018-19
2854,C,BRADARIC,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-21
5532,D,BRADARIC,Salernitana,30,5.75,5.77,0,0,0,0,0,0,3,5,0,0,2022-23
5532,D,BRADARIC,Salernitana,2,6.25,6.5,0,0,0,0,0,0,1,1,0,0,2023-24
5677,D,"PEREZ N.",Udinese,20,5.75,5.65,0,0,0,0,0,0,1,6,0,0,2021-22
5677,D,"PEREZ N.",Udinese,33,6.02,6,2,0,0,0,0,0,0,7,1,1,2022-23
5677,D,"PEREZ N.",Udinese,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
5885,D,DODO',Fiorentina,33,5.88,5.98,1,0,0,0,0,0,3,3,1,0,2022-23
5885,D,DODO',Fiorentina,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
6220,D,KRISTENSEN,Roma,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
6396,D,NATAN,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
253,D,D'AMBROSIO,Inter,34,5.93,6.1,2,0,0,0,0,0,3,6,0,0,2017-18
253,D,D'AMBROSIO,Inter,29,5.95,6.19,2,0,0,0,0,0,4,6,0,0,2018-19
253,D,D'AMBROSIO,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
253,D,D'AMBROSIO,Inter,8,6.06,7.12,3,0,0,0,0,0,0,2,0,0,2020-21
253,D,D'AMBROSIO,Inter,15,6.23,6.47,1,0,0,0,0,0,1,2,0,0,2021-22
253,D,D'AMBROSIO,Inter,13,5.96,5.96,0,0,0,0,0,0,2,2,1,0,2022-23
253,D,D'AMBROSIO,Monza,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
322,D,"DE VRIJ",Lazio,36,6.25,6.74,6,0,0,0,0,0,1,3,0,0,2017-18
322,D,"DE VRIJ",Inter,28,6.07,6.18,2,0,0,0,0,0,0,2,0,1,2018-19
322,D,"DE VRIJ",Inter,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
322,D,"DE VRIJ",Inter,32,6.22,6.28,1,0,0,0,0,0,0,2,0,0,2020-21
322,D,"DE VRIJ",Inter,28,5.8,5.68,0,0,0,0,0,0,0,3,0,1,2021-22
322,D,"DE VRIJ",Inter,25,5.94,5.98,1,0,0,0,0,0,0,4,0,0,2022-23
322,D,"DE VRIJ",Inter,2,6.5,6.5,0,0,0,0,0,0,0,0,0,0,2023-24
393,D,LUPERTO,Napoli,10,5.65,5.65,0,0,0,0,0,0,0,0,0,0,2018-19
393,D,LUPERTO,Crotone,22,5.41,5.3,0,0,0,0,0,0,0,3,1,0,2020-21
393,D,LUPERTO,Empoli,22,5.75,5.61,0,0,0,0,0,0,1,6,1,0,2021-22
393,D,LUPERTO,Empoli,36,5.93,6.01,2,0,0,0,0,0,0,2,2,0,2022-23
393,D,LUPERTO,Empoli,2,5.25,5.25,0,0,0,0,0,0,0,0,0,0,2023-24
787,D,DJIMSITI,Benevento,30,5.53,5.53,0,0,0,0,0,0,1,2,0,0,2017-18
787,D,DJIMSITI,Atalanta,22,5.84,5.86,1,0,0,0,0,0,1,3,0,1,2018-19
787,D,DJIMSITI,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
787,D,DJIMSITI,Atalanta,33,6.09,6.03,0,0,0,0,0,0,2,8,0,0,2020-21
787,D,DJIMSITI,Atalanta,29,5.86,5.84,1,0,0,0,0,0,1,6,0,1,2021-22
787,D,DJIMSITI,Atalanta,22,5.91,5.89,0,0,0,0,0,0,1,3,0,0,2022-23
787,D,DJIMSITI,Atalanta,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
712,C,LEMINA,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18
4210,D,MINA,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-20
4210,D,MINA,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4331,D,IBANEZ,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-19
4331,D,IBANEZ,Roma,30,5.82,5.67,0,0,0,0,0,0,1,5,1,1,2020-21
4331,D,IBANEZ,Roma,32,5.84,6,3,0,0,0,0,0,0,9,0,0,2021-22
4331,D,IBANEZ,Roma,33,5.79,5.83,3,0,0,0,0,0,0,9,1,1,2022-23
4331,D,IBANEZ,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-24
4958,D,CALDIROLA,Benevento,22,5.75,5.91,2,0,0,0,0,0,0,3,1,0,2020-21
4958,D,CALDIROLA,Monza,30,5.93,6.03,2,0,0,0,0,0,0,6,0,0,2022-23
4958,D,CALDIROLA,Monza,2,6,5.75,0,0,0,0,0,0,0,1,0,0,2023-24
4976,D,KALULU,Milan,10,5.65,5.9,1,0,0,0,0,0,0,1,0,0,2020-21
4976,D,KALULU,Milan,24,6.33,6.46,1,0,0,0,0,0,2,4,0,0,2021-22
4976,D,KALULU,Milan,32,5.75,5.78,1,0,0,0,0,0,0,4,0,0,2022-23
4976,D,KALULU,Milan,1,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
5449,D,PARISI,Empoli,23,5.91,5.85,0,0,0,0,0,0,1,5,0,0,2021-22
5449,D,PARISI,Empoli,33,6.14,6.14,2,0,0,0,0,0,0,10,1,0,2022-23
5449,D,PARISI,Fiorentina,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
5555,D,"KAMARA H.",Udinese,2,6,6,0,0,0,0,0,0,0,0,0,0,2023-24
5840,D,OLIVERA,Napoli,24,6.02,6.27,2,0,0,0,0,0,1,2,0,0,2022-23
5840,D,OLIVERA,Napoli,2,6,5.75,0,0,0,0,0,0,0,1,0,0,2023-24
6042,D,LUCUMI',Bologna,33,5.83,5.68,0,0,0,0,0,0,1,8,0,1,2022-23
6042,D,LUCUMI',Bologna,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0,2023-24
6046,D,HIEN,Verona,32,5.94,5.8,0,0,0,0,0,0,0,9,0,0,2022-23
6046,D,HIEN,Verona,1,5.5,4.5,0,0,0,0,0,0,0,0,1,0,2023-24
6426,D,PEDERSEN,Sassuolo,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,2023-24
